,구,URL_ID,카페명,평점,리뷰개수,주소,행정동,영업시간,전화번호,홈페이지주소,태그,메뉴,대표사진주소,Unnamed: 12
15,구로구,25115111,스타벅스 오류동역점,2.7,21건,서울 구로구 경인로 216 1층,구로구 오류1동,"영업시간&화~금 07:00 ~ 21:00&토,일 08:00 ~ 21:00&월 07:00 ~ 19:00",1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F57EA0C6E5F004D4FBBACDE36A5F66113,
16,구로구,838978979,메이로드,3.6,9건,"서울 구로구 오류로 37-2 1,2층",구로구 오류2동,영업시간&월~토 11:30 ~ 21:00&휴무일&일요일,02-2060-7466,,#디저트카페 #디저트카페 #수제케이크 #제로페이,"메뉴 이름: 아메리카노 가격: 3,000&메뉴 이름: 에스프레소 가격: 4,000&메뉴 이름: 카페라떼 가격: 3,500&메뉴 이름: 카푸치노 가격: 4,000&메뉴 이름: 카페모카 가격: 4,000&메뉴 이름: 유자차 가격: 5,000&메뉴 이름: 고구마라떼 가격: 5,000&메뉴 이름: 로즈티 가격: 4,500&메뉴 이름: 블루베리스무디 가격: 5,000&메뉴 이름: 요거트스무디 가격: 5,000&메뉴 이름: 밀크티 가격: 4,800&메뉴 이름: 유자에이드 가격: 5,000&메뉴 이름: 블루베리에이드 가격: 5,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F09E19E86D07F4372927574F35D84C73E,
17,구로구,1653669621,스타벅스 구로디지털타워점,3.2,13건,서울 구로구 디지털로32길 30,구로구 구로3동,"영업시간&월~금 07:00 ~ 19:00&토,일 10:00 ~ 18:00",1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB59F3C38E58E4E75B71BA665719AF195,
18,구로구,26476919,폴바셋 구로지밸리몰점,3.7,13건,서울 구로구 디지털로 300 1층 1호,구로구 구로3동,"영업시간&월~금 08:00 ~ 22:00&토,일 09:00 ~ 21:00&공휴일&09:00 ~ 21:00",02-6344-3788,www.baristapaulbassett.co.kr,#커피전문점 #카카오페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F41835A1935544C8494A4B5096F31DCB4,
19,구로구,21531311,이름없는가게,4.8,18건,서울 구로구 개봉로1나길 52,구로구 개봉3동,영업시간&화~일 12:00 ~ 18:30&휴무일&월요일,02-2613-9488,blog.naver.com/tlgns4477,#카페 #제로페이,"메뉴 이름: 아메리카노 가격: 3,500&메뉴 이름: 카페라떼 가격: 4,000&메뉴 이름: 바닐라 라떼 가격: 4,500&메뉴 이름: 스윗화이트 가격: 5,000&메뉴 이름: 아인슈페너 가격: 5,000&메뉴 이름: 말차라떼 가격: 5,000&메뉴 이름: 딸기스무디 가격: 4,500&메뉴 이름: 코코아 가격: 4,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F55B4463A6CA9466FBE017665C4A2E2FB,
20,구로구,180758122,힙스터커피,3.7,7건,서울 구로구 경인로33길 15,구로구 개봉1동,영업시간&월~토 10:30 ~ 19:30&휴무일&일요일,010-9811-9855,cafe.naver.com/hipstercoffee,#커피전문점 #공부하기좋은 #로스팅전문 #분위기좋은 #핸드드립전문점 #제로페이,"메뉴 이름: 아메리카노 가격: 4,000&메뉴 이름: 카페라떼 가격: 4,500&메뉴 이름: 카푸치노 가격: 4,500&메뉴 이름: 바닐라라떼 가격: 5,000&메뉴 이름: 오렌지 생과일쥬스 (ICE) 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F1898E82A114548CCA1FC899311F1FC45,
21,구로구,21058537,스타벅스 구로디지털로점,3,9건,서울 구로구 디지털로33길 11 에이스테크노타워 8차 1층,구로구 구로3동,"영업시간&월~금 07:00 ~ 20:00&토,일 09:30 ~ 18:00",1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F221E625055E006D108,
22,구로구,90143444,라크라센타,4,1건,서울 구로구 가마산로 242 희망재단 1층,구로구 구로2동,"영업시간&월~금 08:00 ~ 23:00&토,일 09:00 ~ 23:00",02-866-6202,,#카페 #브런치카페,"메뉴 이름: 우꼴라 새우 토마토 피자 가격: 15,900&메뉴 이름: 케이준 치킨 샐러드 가격: 12,900&메뉴 이름: 버킷리스트 가격: 19,900&메뉴 이름: 감바스 피칸테 아히요 가격: 16,900&메뉴 이름: 아메리카노 가격: 3,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F981232BF34D348E7B6CA4DA563871F24,
23,구로구,18489590,투썸플레이스 신도림디큐브시티점,3.4,12건,서울 구로구 경인로 662 현대백화점 2층,구로구 신도림동,영업시간&매일 09:00 ~ 22:00,02-2210-9233,www.twosome.co.kr,#커피전문점 #카카오페이,,,
24,구로구,26310921,설빙 구로지밸리점,2.8,10건,서울 구로구 디지털로 300 1층 107호,구로구 구로3동,영업시간&매일 11:00 ~ 23:00,02-6344-3959,www.sulbing.com,#디저트카페 #카카오페이 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBCADCCB1114642BCA78933089F567909,
25,구로구,27224586,카페큐브,4.1,12건,서울 구로구 경인로 662 디큐브시티 15층,구로구 신도림동,영업시간&입장가능시간&매일 09:00 ~ 23:00&휴무일&연중무휴,02-2211-6603,www.dcubeacademy.com,#북카페 #데이트코스 #도서관풍 #북카페 #스터디카페,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FD67A3331481045C4966AFB4E678D219B,
26,구로구,257489240,스타벅스 구로고척점,4.4,9건,서울 구로구 경인로 387,구로구 고척1동,영업시간&매일 08:00 ~ 21:00,1522-3232,www.starbucks.co.kr/store/store_map.do?in_biz_cd=3994,#커피전문점 #카카오페이,"메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",,
27,구로구,26884659,띵크커피 디큐브시티점,2.1,9건,서울 구로구 경인로 662 디큐브시티 지하1층,구로구 신도림동,영업시간&매일 07:00 ~ 23:00,02-2210-9074,www.thinkcoffeekr.com,#커피전문점 ,"메뉴 이름: 오렌치차 가격: 5,200&메뉴 이름: 핫초코렛 가격: 4,800&메뉴 이름: 차이라떼 가격: 5,500&메뉴 이름: 얼그레이 가격: 4,800&메뉴 이름: 아프리칸 넥타 루이보스티 가격: 4,800",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2727D239559C906433,
28,구로구,181245255,작업하는 카페에베르,4.9,8건,서울 구로구 경인로3길 77 세건빌딩 2층,구로구 수궁동,영업시간&월~토 10:00 ~ 22:00&휴무일&일요일,02-2625-3467,www.facebook.com/CafeEberInOnsu,#카페 #분위기좋은 #브런치카페 #원데이클래스 #점심식사,"메뉴 이름: 에스프레소 (HOT) 가격: 3,500&메뉴 이름: 롱블랙 가격: 3,500&메뉴 이름: 카페라떼 가격: 4,000&메뉴 이름: 홍차 가격: 4,000&메뉴 이름: 아쌈 밀크티 가격: 4,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_25417460,
29,구로구,1566212360,그녀의커피 카페드엘르,4.8,4건,서울 구로구 고척로3길 7,구로구 오류1동,영업시간&화~일 09:30 ~ 21:00&휴무일&월요일&                                            (공휴일 제외),02-6013-7750,www.instagram.com/cafe_d_elle,#커피전문점 #데이트코스 #분위기좋은 #브런치카페 #제로페이,"메뉴 이름: 에스프레소 가격: 3,500&메뉴 이름: 아메리카노 가격: 3,500&메뉴 이름: 카페라떼 가격: 4,000&메뉴 이름: 쇼콜라라떼 가격: 4,800&메뉴 이름: 크림로얄 가격: 5,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFB6B29C791B846E0AF7D72A67A2792E9,
30,구로구,1893731799,투썸플레이스 개봉역점,4,3건,"서울 구로구 남부순환로97길 20-1 1,2층",구로구 개봉2동,"영업시간&월~금 10:00 ~ 23:30&토,일 09:00 ~ 23:30",02-2618-8133,www.twosome.co.kr,#커피전문점 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8E9A03FD1C4247A48B435EF32A052C95,
