,구,URL_ID,카페명,평점,리뷰개수,주소,행정동,영업시간,전화번호,홈페이지주소,태그,메뉴,대표사진주소,Unnamed: 12
10,양천구,758470503,스타벅스 목동역점,3.7,12건,서울 양천구 목동로 203,양천구 신정4동,영업시간&월~토 07:30 ~ 21:00&일 08:00 ~ 21:00,1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",,
11,양천구,1989650151,스타벅스 목동8단지점,4.1,9건,서울 양천구 목동서로 299,양천구 신정6동,영업시간&매일 07:00 ~ 21:00,1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",,
12,양천구,16095622,에프스토리,2.6,16건,서울 양천구 오목로 321-5 1층,양천구 목1동,영업시간&월~금 10:00 ~ 23:00&토 11:00 ~ 23:00&일 12:00 ~ 23:00,,,#카페 #감성카페 #데이트코스 #분위기좋은 #빈티지분위기 #소개팅 #제로페이,"메뉴 이름: 아메리카노 가격: 4,500&메뉴 이름: 카페라떼 가격: 5,000&메뉴 이름: 레몬차 가격: 5,500&메뉴 이름: 레드자몽에이드 (ICE) 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F96F495EA49C8462B8AA4112B0434AB7E,
13,양천구,1457114935,아모르버터,3.8,18건,서울 양천구 오목로48길 20-1,양천구 신정4동,"영업시간&화~금 12:00 ~ 20:00&토 12:00 ~ 18:00&휴무일&월,일요일",02-2601-9739,www.instagram.com/amor_butter,#디저트카페 #수제케이크 #제로페이,"메뉴 이름: 아메리카노 가격: 3,500&메뉴 이름: 카페라떼 가격: 4,000&메뉴 이름: 수제청 레몬에이드 가격: 5,500&메뉴 이름: 밀크티 가격: 6,000&메뉴 이름: 아이스티 가격: 5,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F73DF78854AC04E3892B23C7A6ECA1557,
14,양천구,27264276,퍼블릭맨션,4.4,18건,서울 양천구 등촌로 154 1층,양천구 목3동,영업시간&매일 09:00 ~ 23:00,02-2654-6695,,#카페 #분위기좋은,"메뉴 이름: 아메리카노 가격: 3,800&메뉴 이름: 카페라떼 가격: 4,200&메뉴 이름: 카푸치노 가격: 4,200&메뉴 이름: 바닐라라떼 가격: 4,500&메뉴 이름: 그린주스 (ice) 가격: 5,500",,
15,양천구,478112901,리모트,4.7,22건,서울 양천구 목동중앙본로7길 34 3층,양천구 목3동,영업시간&매일 11:00 ~ 21:00&이용시 주의 사항&매월 마지막요일,070-8879-0401,www.instagram.com/remotecoffee_,#커피전문점 #빈티지분위기 #제로페이,"메뉴 이름: 아메리카노 가격: 4,000&메뉴 이름: 카페라떼 가격: 4,500&메뉴 이름: 바닐라라떼 가격: 5,000&메뉴 이름: 필터커피 가격: 5,500&메뉴 이름: 리모트 떡볶이 가격: 12,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F82595979E0C743D39FF889027911DB7C,
16,양천구,256577644,카페화목토,4.0,13건,서울 양천구 목동로11길 5,양천구 신정4동,영업시간&매일 11:00 ~ 22:00,02-6403-1105,www.instagram.com/cafe_hwamokto,#카페 #감성카페 #이색카페 #플라워카페 #제로페이,"메뉴 이름: 아메리카노 가격: 3,500&메뉴 이름: 헤이즐넛 아메리카노 가격: 4,000&메뉴 이름: 카페라떼 가격: 4,500&메뉴 이름: 라벤더 가격: 5,000&메뉴 이름: 수제 레몬에이드 가격: 6,300",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F76BFA95EBA4049B1B9E27D84E710FC8F,
17,양천구,1387417961,파티세리소나 2호점,4.9,20건,"서울 양천구 신목로12길 8 1,2층",양천구 신정2동,"영업시간&월,목,금,토,일 09:00 ~ 19:30&휴무일&화,수요일",02-6404-4454,instagram.com/patisserie_sona_2,#디저트카페 #베이커리카페 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F171571DEA6144822A16874567D7EAD19,
18,양천구,1528873708,알레비앙,4.4,10건,서울 양천구 신월동 438-3 1층,양천구 신월4동,,02-2692-2556,www.instagram.com/aller.bien,#디저트카페 #베이커리카페 #브런치카페 #제로페이,"메뉴 이름: 아이스크림 크로플 세트 가격: 10,000&메뉴 이름: 트리플베리 크로플 세트 가격: 12,000&메뉴 이름: 햄 치즈 크로와상 세트 가격: 8,500&메뉴 이름: 루꼴라 하몽 샌드위치 세트 가격: 9,500&메뉴 이름: 베이컨아보카도샌드위치 세트 가격: 10,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F1D74F80C3CDF418388F86A4C122F1E8E,
19,양천구,964935317,스타벅스 신월동DT,4.9,9건,서울 양천구 남부순환로 319,양천구 신월5동,영업시간&월~토 07:00 ~ 21:00&일 07:30 ~ 21:00&이용시 주의 사항&2022-03-21 Drive Thru 운영시간 07:00 ~ 21:00,1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",,
20,양천구,1910467865,테디랩,3.0,11건,서울 양천구 신월로36길 11 1층,양천구 신정1동,영업시간&매일 11:00 ~ 21:00,070-8722-4441,blog.naver.com/integra912,#카페 #브런치카페 #소개팅 #제로페이,"메뉴 이름: 알리오 올리오 파스타 가격: 14,000&메뉴 이름: 봉골레 파스타 가격: 14,000&메뉴 이름: 차돌박이 샐러드 가격: 10,000&메뉴 이름: 아보카도 단호박샐러드 가격: 10,000&메뉴 이름: 버터감자구이 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6D50EB0D07FD4AC0B28AB389964C152B,
21,양천구,617333242,스타벅스 등촌역점,4.5,10건,"서울 양천구 공항대로 566 1,2층",양천구 목3동,"영업시간&월~금 07:30 ~ 21:00&토,일 08:00 ~ 21:00",1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",,
22,양천구,926070592,스타벅스 목동10단지점,4.8,9건,서울 양천구 목동서로 401,양천구 신정7동,영업시간&매일 07:00 ~ 21:00,,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",,
23,양천구,389160790,스타벅스 목동오목로점,4.3,6건,서울 양천구 오목로 279,양천구 목1동,영업시간&매일 07:30 ~ 21:00,1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",,
24,양천구,1898322959,비엔나커피하우스 목동7단지점,3.8,6건,서울 양천구 목동서로 211 1층,양천구 목1동,영업시간&매일 07:00 ~ 24:00,02-2655-1683,viennacoffeehouse.co.kr,#커피전문점 #제로페이,"메뉴 이름: 마리아 테리지아 플레인요거트 가격: 6,300&메뉴 이름: 마리아 테레지아 화이트피치 요거트 가격: 6,300&메뉴 이름: 뷔너멜랑즈 가격: 5,500&메뉴 이름: 레체레체 에스프레소 가격: 6,000&메뉴 이름: 아인슈페너 엘리자벳 가격: 5,800",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFE0BB2B4CC6E41ADB13D32C338C238AF,
25,양천구,7961580,스타벅스 목동점,4.0,7건,서울 양천구 목동서로 67,양천구 목5동,영업시간&매일 07:00 ~ 21:00,1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F272D414E55E006D00B,
26,양천구,1459148300,퀸즈브라운 목동역점,4.3,4건,서울 양천구 오목로46길 6 1층,양천구 신정4동,영업시간&매일 08:30 ~ 22:30,02-2604-8222,www.instagram.com/queensbrown_mokdong,#카페 #데이트코스 #디톡스음료 #브런치카페 #소개팅 #카카오페이 #제로페이,"메뉴 이름: 아메리카노 가격: 2,900&메뉴 이름: 카페라떼 가격: 4,300&메뉴 이름: 카푸치노 가격: 4,500&메뉴 이름: 솔티드 카라멜 라떼 가격: 4,800&메뉴 이름: 카페모카 가격: 4,800",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_209853384,
27,양천구,505681949,달다랗다,4.9,9건,서울 양천구 은행정로6길 22 남부빌딩 1층 102호,양천구 신정1동,"영업시간&수~일 11:00 ~ 19:30&휴무일&월,화요일",010-2062-3201,blog.naver.com/k_yura09,#디저트카페 #제로페이,"메뉴 이름: 아메리카노 가격: 3,000&메뉴 이름: 라떼 가격: 3,500&메뉴 이름: 바닐라라떼 가격: 4,000&메뉴 이름: 헤이즐넛라떼 가격: 4,000&메뉴 이름: 청귤에이드 가격: 5,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1BEE67917934498D8AE33CFD9568C29E,
28,양천구,961605125,카페올리,5.0,5건,서울 양천구 오목로4길 15 1층,양천구 신월4동,영업시간&화~일 10:00 ~ 21:00&화~일 라스트오더 ~ 20:00&휴무일&월요일,,,#디저트카페 #디저트카페 #분위기좋은 #브런치카페 #제로페이,"메뉴 이름: 아메리카노 가격: 3,000&메뉴 이름: 카페라떼 가격: 4,000&메뉴 이름: 말차라떼 가격: 4,500&메뉴 이름: 자몽티 가격: 4,500&메뉴 이름: 레몬티 가격: 4,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FF1E50AC5DE804A7694B92AF5F510D8D8,
29,양천구,1973568744,투썸플레이스 목동하이페리온점,3.6,7건,서울 양천구 오목로 300 목동하이페리온2차 205동 102호,양천구 목1동,"영업시간&월~금 07:00 ~ 23:00&토,일 08:00 ~ 23:00",02-2652-2388,www.twosome.co.kr,#커피전문점 #카카오페이,,,
30,양천구,1664553439,투썸플레이스 남부지방법원점,4.0,8건,"서울 양천구 신월로 385 동진빌딩 1,2층",양천구 신정4동,영업시간&월~금 07:00 ~ 22:30&토 08:00 ~ 22:30&일 08:00 ~ 22:00,02-2607-2377,www.twosome.co.kr,#커피전문점 #카카오페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F64ABB037F04845E9A3ED4F717CDD9834,
31,양천구,2041586991,디저트39 목동점,3.1,8건,"서울 양천구 목동서로 221 굿모닝탑 116, 117호",양천구 목1동,영업시간&매일 07:00 ~ 23:00,02-2652-7133,www.dessert39.com,#디저트카페 ,"메뉴 이름: 녹차 라떼 가격: 4,100&메뉴 이름: 아메리카노 가격: 3,900&메뉴 이름: 카페라떼 가격: 4,900&메뉴 이름: 허니자몽블랙티 가격: 5,800&메뉴 이름: 흑당밀크티(잔) 가격: 3,900&메뉴 이름: 밀크티라떼 가격: 4,900&메뉴 이름: 피치 자몽 아이스티 가격: 3,800&메뉴 이름: 복숭아 아이스티 코코넛 젤리 가격: 3,800&메뉴 이름: 피치 오렌지 아이스티 가격: 3,800",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F66BF9B6FC7524383AAE0BC5FC5654128,
32,양천구,277928483,라헬의부엌 목동점,4.2,6건,"서울 양천구 오목로 345 슬로우스퀘어 1층 118,119호",양천구 목1동,"영업시간&월~목 11:00 ~ 22:30&금,토 11:00 ~ 23:00&일 12:30 ~ 22:00",070-4121-1020,www.instagram.com/rachelskitchen_md,#디저트카페 #브런치카페 #제로페이,"메뉴 이름: 아메리카노 가격: 4,200&메뉴 이름: 카페라떼 가격: 5,200&메뉴 이름: 블랙펄밀크티 가격: 6,300&메뉴 이름: 코코망고 가격: 5,900&메뉴 이름: 체리에이드 가격: 6,900",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F3FF377303C3D4300A4997DC3C10A5819,
