,구,URL_ID,카페명,평점,리뷰개수,주소,행정동,영업시간,전화번호,홈페이지주소,태그,메뉴,대표사진주소,경도,위도
11,서초구,61362421,쿠오레에스프레소,3.6,47건,서울 서초구 강남대로 275 1층 101호,서초구 서초2동,"영업시간&월~금 08:00 ~ 22:00&토,일 12:00 ~ 21:00",070-7750-9230,instagram.com/cuore_espresso,#커피전문점 #안심식당 #감성카페,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F262332375850A5F306,127.0319869,37.48790776
12,서초구,19232112,장꼬방,4,40건,서울 서초구 강남대로61길 27 1층,서초구 서초4동,영업시간&매일 09:00 ~ 22:00&휴무일&설당일&설다음날&추석당일&추석다음날,02-597-5511,smartstore.naver.com/jangkkobang,#디저트카페 #제로페이,"메뉴 이름: 찹쌀떡 가격: 1,900&메뉴 이름: 팥빙수 가격: 10,000&메뉴 이름: 단팥죽 가격: 8,000&메뉴 이름: 쑥 찹쌀떡 가격: 2,300&메뉴 이름: 빙수용 조림팥 ( 500g ) 가격: 8,000&메뉴 이름: 미숫가루 ( 800g ) 가격: 15,000&메뉴 이름: 찹쌀떡 ( 10 개입 ) 가격: 19,000&메뉴 이름: 쑥 찹쌀떡 ( 10 개입 ) 가격: 23,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F26917A7D82874210ABFDD0A5D35AD941,127.0237948,37.49833647
13,서초구,113312713,오우아,3.3,49건,서울 서초구 도구로1길 73-1 1층,서초구 방배2동,영업시간&매일 11:00 ~ 22:00,02-6498-4998,www.instagram.com/ohwoahcoffee,#카페 #디저트카페 #제로페이,"메뉴 이름: 아메리카노 가격: 4,000&메뉴 이름: 에스프레소 가격: 4,000&메뉴 이름: 카페라떼 가격: 4,500&메뉴 이름: 카푸치노 가격: 4,500&메뉴 이름: 플랫화이트 가격: 4,500&메뉴 이름: 아인슈페너 가격: 5,500&메뉴 이름: 크림 플랫화이트 (ICE) 가격: 5,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F42218C5217C64A02B89B774776E750C2,126.9858467,37.47755205
14,서초구,1088280123,몬틸나잇,3.8,46건,서울 서초구 서초중앙로18길 23 효암빌딩 1층,서초구 서초1동,"영업시간&월~금 09:00 ~ 20:30&토,일 10:00 ~ 20:30",02-588-6518,www.instagram.com/morntillnight,#커피전문점 #감성카페 #데이트코스,"메뉴 이름: 아메리카노 가격: 3,800&메뉴 이름: 카페 라떼 가격: 4,200&메뉴 이름: 밀크티 가격: 5,500&메뉴 이름: 말차 라테 가격: 6,000&메뉴 이름: 수박주스 가격: 5,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F5D255A5EF5AE441489B982BBB0D3B37C,127.0155682,37.49152147
15,서초구,24284857,세컨브레스,3.9,36건,서울 서초구 양재천로 95-2 태영빌딩 1층,서초구 양재1동,영업시간&매일 10:00 ~ 23:00&공휴일&10:00 ~ 23:00,02-575-9840,www.instagram.com/secondbreath_cafe,#카페 #양재역카페 #양재천카페 #양재천카페거리 #양재카페 #피넛버터크리미 #데이트코스 #애견동반식당 #제로페이,"메뉴 이름: 글레이즈드 라 가격: 5,600&메뉴 이름: 피넛버터크리미 (one size) 가격: 5,800&메뉴 이름: 말렌카 꿀케이크 가격: 5,900&메뉴 이름: 아메리카노 가격: 4,300&메뉴 이름: 수제 티라미수 가격: 5,900",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F53E6127974984BB98465C505FA448400,127.039747,37.47610336
16,서초구,742991232,앙떼띠 팝업스토어,4.2,37건,서울 서초구 사평대로26길 24 1층,서초구 반포4동,영업시간&매일 08:30 ~ 21:30,02-6406-7410,www.instagram.com/entete___,#카페 #로스팅전문 #핸드드립전문점,"메뉴 이름: Espresso 가격: 5,500&메뉴 이름: Espresso Macchiato 가격: 5,800&메뉴 이름: Americano 가격: 6,000&메뉴 이름: Flat White 가격: 6,300&메뉴 이름: Cafe Latte 가격: 6,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F16D0756124F6486EA24480EF931F1EC6,126.9989772,37.49908786
17,서초구,178351175,테라로사 예술의전당점,3.8,41건,서울 서초구 남부순환로 2406 비타민스테이션 지하1층,서초구 서초3동,영업시간&매일 08:30 ~ 21:00&매일 라스트오더 ~ 20:30,,www.terarosa.com,#커피전문점 #로스팅전문 #핸드드립전문점,"메뉴 이름: 아메리카노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 브라질 노사 세뇨라 아파레시다 가격: 8,000&메뉴 이름: 에티오피아 예가체페 G1 가격: 5,500&메뉴 이름: 로얄 업그레이 가격: 5,000&메뉴 이름: 망고 트로피컬 가격: 5,000&메뉴 이름: 하우스 주스 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F17F7C503BDE2411FB8EAB87E48FEC9DE,127.0118895,37.47828337
18,서초구,1634781091,카페로비,3.8,26건,서울 서초구 반포대로20길 53 1층,서초구 서초3동,"영업시간&월~금 08:30 ~ 20:00&토,일 12:00 ~ 20:00",070-4300-4180,www.instagram.com/cafe_loby,#디저트카페 #디저트카페,"메뉴 이름: 땡모반 쥬스 가격: 6,500&메뉴 이름: 롱블랙 가격: 4,000&메뉴 이름: 카페라떼 가격: 4,500&메뉴 이름: 에인트슈페너 가격: 7,000&메뉴 이름: 몰트아이스라떼 가격: 7,000&메뉴 이름: 마무앙 쥬스 가격: 6,000&메뉴 이름: 퐁당그린티 가격: 5,500&메뉴 이름: 콜드브루 가격: 4,500&메뉴 이름: 더치 발렌시아 가격: 5,000&메뉴 이름: 플랫 와이트 가격: 4,500&메뉴 이름: 피콜로 라떼 가격: 4,500&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 둘세 캬라멜 라떼 가격: 5,500&메뉴 이름: 원슈가캡 가격: 5,000&메뉴 이름: 넛티 모카 가격: 5,500&메뉴 이름: 핸드드립 가격: 6,000&메뉴 이름: 오레오 블랜드 가격: 7,000&메뉴 이름: 로투스 블랜드 가격: 7,000&메뉴 이름: 바닐라 밀크티 가격: 6,500&메뉴 이름: 애플 에이드 가격: 5,500&메뉴 이름: 레몬 에이드 가격: 5,500&메뉴 이름: 블루베리 에이드 가격: 5,500&메뉴 이름: 그린티 라떼 가격: 5,500&메뉴 이름: 넛티 초콜렛 가격: 5,000&메뉴 이름: 딸기 라떼 가격: 5,500&메뉴 이름: 마리아쥬프레르 가격: 8,000&메뉴 이름: 로즈멜란지 가격: 6,500&메뉴 이름: 유기농 차 가격: 5,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FD4539A07C92C4DD0BF2C20D6DA9C3A7B,127.0127885,37.48854673
19,서초구,27311648,로우슬로우,3.7,35건,서울 서초구 방배천로2안길 27 현성빌딩 2층,서초구 방배2동,"영업시간&화~금 11:00 ~ 23:00&토,일 12:00 ~ 23:00&휴무일&월요일",02-522-5740,,#카페 #감성카페 #제로페이,"메뉴 이름: 에스프레소 가격: 3,500&메뉴 이름: 아메리카노 가격: 3,800&메뉴 이름: 카페라떼 가격: 4,500&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 플랫 화이트 가격: 4,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F13E9883132A9414C8101FF8E190DAEF9,126.9837593,37.47826512
20,서초구,1604364458,커피앳웍스 양재역점,4,14건,"서울 서초구 강남대로 241 1,2층",서초구 서초2동,"영업시간&월~금 07:00 ~ 22:00&토,일 08:00 ~ 22:00&공휴일&08:00 ~ 22:00",02-521-3178,www.facebook.com/coffeeworks2014,#커피전문점 #브런치카페 #핸드드립전문점 #카카오페이 #제로페이,"메뉴 이름: 아메리카노 가격: 4,800&메뉴 이름: 카페라떼 가격: 5,500&메뉴 이름: 프래스 가격: 6,000&메뉴 이름: 콜드브루 싱글오리진 가격: 5,000&메뉴 이름: 콜드브루 라떼 가격: 5,300",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FAD1FDA5B76B7415C945F75DA034A168C,127.033118,37.48497271
21,서초구,764290074,헬무트,3.4,27건,서울 서초구 방배천로6길 3-10,서초구 방배2동,"영업시간&월~금 11:30 ~ 22:00&토,일 11:00 ~ 22:00",,www.instagram.com/helmut_coffeeroasters,#카페 #로스팅전문 #카카오페이 #제로페이,"메뉴 이름: 마피아(M) 가격: 6,000&메뉴 이름: 아메리카노 가격: 4,500&메뉴 이름: 플랫화이트 가격: 5,000&메뉴 이름: 카카오블랑 가격: 5,000&메뉴 이름: 생자몽 주스 가격: 5,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDD311A36911B4146915CB06F344711A8,126.9828674,37.47987916
22,서초구,303680808,딥다이브,4.3,10건,서울 서초구 방배천로18길 36-5,서초구 방배2동,영업시간&월~금 08:00 ~ 22:00&토 10:00 ~ 22:00&일 10:00 ~ 21:00,070-7514-2104,www.instagram.com/deepdive_cafe,#카페 #감성카페 #데이트코스 #디저트카페 #레터링케이크 #애견동반식당 #케이크주문제작 #제로페이,"메뉴 이름: 아메리카노 가격: 3,900&메뉴 이름: 카페라떼 가격: 4,400&메뉴 이름: 얼그레이 크림 라떼 가격: 6,000&메뉴 이름: 딥초코라떼 가격: 5,300&메뉴 이름: 딸기 스무디 가격: 5,800",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0159F3C045E74686A96FE3E50F5B464C,126.984897,37.48244681
23,서초구,833631082,카페노티드 강남카카오점,3.9,38건,서울 서초구 강남대로 429 동일빌딩 3층,서초구 서초4동,영업시간&매일 10:30 ~ 21:00,070-8869-9377,www.instagram.com/cafeknotted,#카페 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F452DC1C84D01473DB7DE29AC7873F796,127.0257732,37.50079495
24,서초구,1832330806,심재,4.3,26건,서울 서초구 동산로2길 40 리라빌딩 1층 101호,서초구 양재2동,영업시간&매일 11:00 ~ 22:00,070-8826-9000,www.instagram.com/simjae_official,#카페 #제로페이,"메뉴 이름: 아몬드크림라테(Ice Only) 가격: 6,000&메뉴 이름: 흑임자라테(Ice Only) 가격: 6,000&메뉴 이름: 아메리카노 가격: 4,500&메뉴 이름: 카페라테 가격: 5,000&메뉴 이름: 빅 히비스커스 허브차 가격: 6,500",,127.0428024,37.4681551
25,서초구,1697726289,페이브 방배점,3.3,25건,서울 서초구 서초대로25길 32 엠아이빌딩 1층,서초구 방배4동,영업시간&매일 09:00 ~ 22:00,070-4441-0166,www.instagram.com/fave_coffeebakery,#디저트카페 #베이커리카페,"메뉴 이름: 아메리카노 가격: 4,000&메뉴 이름: 카페라떼 가격: 4,500&메뉴 이름: 블랙 밀크티 가격: 5,500&메뉴 이름: 오렌지 망고 티-주스 (ICE) 가격: 6,000&메뉴 이름: 바닐라빈 라떼 가격: 5,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1E91C5785A214DFC95CE51EE79A8B568,126.9936546,37.48931697
26,서초구,278752760,태양커피 사당점,4.3,33건,서울 서초구 방배천로 32 송암빌딩 1층,서초구 방배2동,"영업시간&월~금 09:00 ~ 21:00&토,일 12:00 ~ 21:00",,instagram.com/teyangcoffee,#커피전문점 ,"메뉴 이름: 롱블랙 가격: 3,500&메뉴 이름: 플랫화이트 가격: 3,500&메뉴 이름: 이탈리안 카푸치노 가격: 3,500&메뉴 이름: 카페라테 가격: 4,000&메뉴 이름: 타히티 바닐라라테 가격: 4,000&메뉴 이름: 콜드브루 가격: 4,000&메뉴 이름: 아인슈페너 가격: 4,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F254BA5671F794CEBBD8E4274DA1D875E,126.9826603,37.47946706
27,서초구,27222214,미스터힐링 강남점,4.6,18건,서울 서초구 강남대로65길 10 K타워 7층,서초구 서초4동,"영업시간&월,화,수,목,금,일 10:00 ~ 23:00&토 11:00 ~ 23:00&매일 라스트오더 ~ 22:10",0507-1400-2267,misterhealing.com,#테마카페 #기계마사지 #데이트코스 #마사지 #마사지카페 #산소카페 #안마의자카페 #이색카페 #힐링카페 #제로페이,,,127.0249555,37.50049873
28,서초구,25502514,스타벅스 파미에파크R점,3.7,39건,서울 서초구 사평대로 205 센트럴시티 파미에파크돔,서초구 반포4동,영업시간&매일 07:00 ~ 22:00,1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 아이스 슈크림 라떼 가격: 6,100&메뉴 이름: 슈크림 라떼 가격: 6,100&메뉴 이름: 아이스 핑크 매그놀리아 레모네이드 가격: 6,100&메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 핑크 매그놀리아 레모네이드 가격: 6,100&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4D3C2C9052104E9E81F257F642E5D41B,127.0078453,37.50449272
29,서초구,27410243,37.5 서래마을점,3.8,14건,서울 서초구 서래로7길 16 민트빌딩 2층,서초구 반포4동,영업시간&매일 09:00 ~ 20:00,02-593-3705,,#카페 #브런치카페 #소개팅 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F110E5BCE4E94402D9B2C6A849DA2BADD,126.9974741,37.4988674
30,서초구,1051388798,비엔나커피하우스 이수역점,3.5,14건,서울 서초구 동작대로 86 1층,서초구 방배2동,"영업시간&월~금 09:00 ~ 23:00&토,일 10:00 ~ 23:00",02-522-1683,viennacoffeehouse.co.kr,#커피전문점 #로스팅전문 #분위기좋은 #제로페이,"메뉴 이름: 모짜르트 비엔나 가격: 6,000&메뉴 이름: 마리아 테레지아 멜랑즈 가격: 5,500&메뉴 이름: 아인슈패너 가격: 5,500&메뉴 이름: 아메리카노 가격: 4,200&메뉴 이름: 카페라떼 가격: 4,800",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F59D3C583719E4689A0F13BD3F8495D61,126.9824338,37.48422524
31,서초구,1892493356,사푼사푼 강남역점,3.6,19건,서울 서초구 강남대로 355 1층,서초구 서초2동,영업시간&월~금 07:00 ~ 23:00&토 08:00 ~ 23:00&일 09:00 ~ 22:00&공휴일&09:00 ~ 22:00,02-521-4565,www.instagram.com/cafesapoonsapoon,#카페 #데이트코스 #소개팅,"메뉴 이름: 블랙 진생치노 가격: 6,000&메뉴 이름: 아메리카노 가격: 4,500&메뉴 이름: 카페라떼 가격: 5,000&메뉴 이름: 사푼사푼 가격: 6,800&메뉴 이름: 레드진생 스노우쉐이크 가격: 6,800",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3EFDFB39FA9C497D80C5915B08734C54,127.02883,37.49436697
32,서초구,498076105,띠그레블랑코,4.2,18건,서울 서초구 주흥길 64-17 101호,서초구 반포1동,"영업시간&월~금 11:00 ~ 23:00&토,일 12:00 ~ 22:00",02-6498-1469,www.facebook.com/cafetigreblanco,#디저트카페 #데이트코스 #보드게임카페 #분위기좋은 #제로페이,"메뉴 이름: 아메리카노 가격: 4,000&메뉴 이름: 우유크림 아메리카노 가격: 5,000&메뉴 이름: 카페라떼 가격: 5,000&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 토피넛 라떼 가격: 5,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F0DBF36419CB742C4B306445E929B1E5A,127.0194049,37.50899077
33,서초구,1734351632,도너츠윤 방배점,0,0건,서울 서초구 동광로12가길 12 1층,서초구 방배4동,영업시간&매일 11:00 ~ 18:00,070-8993-6194,www.instagram.com/donutsyoon_bangbae,#디저트카페 #제로페이,"메뉴 이름: 패밀리박스 16개 가격: 30,000&메뉴 이름: CREAM9 BOX 가격: 17,000&메뉴 이름: JMT BOX 가격: 15,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1631465706,126.9841783,37.48744964
34,서초구,2026998817,타짜도르 강남점,3.8,23건,서울 서초구 서초대로77길 61 1층,서초구 서초4동,영업시간&매일 11:00 ~ 22:00,070-8848-9965,instagram.com/tazzadorocoffee,#카페 #안심식당 #로스팅전문,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_890646807,127.0236867,37.50243388
35,서초구,2050364953,레어마카롱 서초점,4.9,107건,서울 서초구 반포대로24길 47 1층,서초구 서초3동,"영업시간&월~금 08:00 ~ 18:00&토,일 12:00 ~ 19:00&공휴일&08:00 ~ 18:00",070-8866-6809,www.instagram.com/rare_macarons,#디저트카페 #제로페이,"메뉴 이름: 아메리카노 (R) 가격: 4,300&메뉴 이름: 에스프레소 (R) (HOT) 가격: 3,500&메뉴 이름: 카페라떼 (R) 가격: 4,800&메뉴 이름: 레몬티 (R) (HOT) 가격: 5,000&메뉴 이름: 수제 레몬에이드 (L) (ICE) 가격: 6,000",,127.0115898,37.48913902
36,서초구,1529768176,서울이스케이프룸 강남1호점,4.3,12건,서울 서초구 서초대로77길 11 S호텔빌딩 지하1층,서초구 서초4동,영업시간&매일 10:00 ~ 23:30,02-533-6502,www.seoul-escape.com,#테마카페 #방탈출카페 #보드게임카페 #제로페이,,,127.0261115,37.49872319
37,서초구,1539001784,빽다방 신사사거리점,3.4,27건,서울 서초구 강남대로 605 휴먼타워 1층 102호,서초구 잠원동,영업시간&매일 07:30 ~ 21:30&매일 라스트오더 ~ 21:00&(이후 Take-Out 주문만 가능)&휴무일&연중무휴,02-517-0410,www.paikdabang.com,#커피전문점 #안심식당 #카카오페이 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB4090370609D4A7C85B7F07465D16C5A,127.0191621,37.51575221
38,서초구,429781054,세컨클락,4.3,25건,서울 서초구 청룡마을길 41,서초구 내곡동,영업시간&화~일 10:30 ~ 19:00&휴무일&월요일,02-594-7606,www.instagram.com/secondclock,#커피전문점 #로스팅전문 #핸드드립전문점 #제로페이,"메뉴 이름: Espresso 가격: 3,000&메뉴 이름: Americano 가격: 3,800&메뉴 이름: Caffe Latte 가격: 4,500&메뉴 이름: Caffe Mocha 가격: 5,000&메뉴 이름: Einspanner 가격: 5,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1254238601,127.0585378,37.44863619
