,구,URL_ID,카페명,평점,리뷰개수,주소,행정동,영업시간,전화번호,홈페이지주소,태그,메뉴,대표사진주소,Unnamed: 12
10,금천구,27388194,모나드커피로스터스,4.3,19건,서울 금천구 금하로24길 5 1층,금천구 시흥5동,영업시간&매일 09:00 ~ 21:00&이용시 주의 사항&명절당일 휴무,010-7516-0892,instagram/monadcoffee,#커피전문점 #로스팅 #베이커리 #커피 #커피전문점 #감성카페 #로스팅전문 #카카오페이 #제로페이,"메뉴 이름: 아메리카노 가격: 4,000&메뉴 이름: 플랫화이트 가격: 4,300&메뉴 이름: 카푸치노 가격: 4,800&메뉴 이름: 다방커피 가격: 5,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F53DD841E1AF04A2CB349FB7FE9D5EC73,
11,금천구,838902210,이로이로,3.3,12건,서울 금천구 범안로 1130,금천구 가산동,영업시간&월~토 09:00 ~ 22:00&일 12:00 ~ 22:00,070-4015-2525,www.instagram.com/maca_doongcaroon,#카페 #가성비좋은 #디저트카페 #보드게임 #분위기좋은 #수제마카롱 #제로페이,"메뉴 이름: 카페 아메리카노 가격: 2,800&메뉴 이름: 카페라떼 가격: 3,300&메뉴 이름: 콜드브루 라떼 가격: 3,500&메뉴 이름: 바닐라 아인슈페너 가격: 4,000&메뉴 이름: ICE 딸기라떼 가격: 4,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F502B3F94FDF0437E8EAD01736E814A9D,
12,금천구,316450932,키주파크 독산점,5.0,2건,"서울 금천구 벚꽃로6길 21 5층,6층",금천구 독산1동,영업시간&매일 10:30 ~ 20:00,02-804-2145,,#키즈카페 #친목모임 #트램폴린카페,"메뉴 이름: 핫도그 가격: 2,000&메뉴 이름: 불고기 컵피자 가격: 3,500&메뉴 이름: 매콤달콤 컵떡볶이 가격: 3,500&메뉴 이름: 만두 가격: 2,000&메뉴 이름: 야채볶음밥 가격: 5,000&",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F61A68D7459774348AA28B9D55217C2D9,
13,금천구,286759014,카페구움,3.6,14건,서울 금천구 시흥대로 315 금천마르쉐도르 2층 212호,금천구 독산1동,영업시간&화~일 09:00 ~ 19:00&휴무일&월요일,010-6805-9281,www.instagram.com/cafe_goom,#디저트카페 #디저트카페 #제로페이,"메뉴 이름: 에스프레소(롱고) 가격: 2,800&메뉴 이름: 아메리카노 가격: 2,800&메뉴 이름: 카페라떼 가격: 3,500&메뉴 이름: 그린티라떼 가격: 3,800&메뉴 이름: 페퍼민트 가격: 3,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FF362C1FEEA07479C80C35A2BDF09EF3E,
14,금천구,18619207,카페로드,4.3,9건,서울 금천구 범안로 1152,금천구 독산1동,"영업시간&월~금 09:00 ~ 24:00&토,일 09:00 ~ 23:00",02-803-3337,,#카페 #제로페이,"메뉴 이름: 아메리카노(HOT) 가격: 3,000&메뉴 이름: 카페라떼(HOT) 가격: 3,500&메뉴 이름: 초코라떼(HOT) 가격: 4,500&메뉴 이름: 유자차(HOT) 가격: 4,500&메뉴 이름: 레몬에이드 가격: 4,000&메뉴 이름: ice로 변경 가격: 500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FEE16C121185B4ED0B05598709B571770,
15,금천구,8567520,투썸플레이스 가산디지털점,2.3,8건,"서울 금천구 가산디지털1로 186 제이플라츠 1층 106,106-1호",금천구 가산동,영업시간&월~금 07:00 ~ 23:30&토 08:00 ~ 22:00&일 09:00 ~ 21:00,02-866-9308,www.twosome.co.kr,#커피전문점 ,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1136179423,
16,금천구,1705999023,자작나무카페,4.0,3건,서울 금천구 가산로 61 1층,금천구 독산1동,영업시간&매일 10:00 ~ 23:00,,,#카페 #공간대여 #데이트코스 #브런치카페 #친목모임 #테라스가있는 #핸드드립전문점 #제로페이,"메뉴 이름: 아메리카노 가격: 3,800&메뉴 이름: 카페라떼 가격: 4,300&메뉴 이름: 그린티라떼 가격: 4,800&메뉴 이름: 잉글리쉬 블랙퍼스트 가격: 4,800&메뉴 이름: 레몬에이드 가격: 5,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC255E66AE3FA42A59E74C1100F3C7390,
17,금천구,1146328973,스타벅스 가산에스케이점,3.9,7건,서울 금천구 가산디지털1로 171,금천구 가산동,영업시간&월~금 07:00 ~ 21:00&토 09:00 ~ 18:00&일 10:00 ~ 18:00,1522-3232,www.starbucks.co.kr,#커피전문점 #점심식사 #카카오페이,"메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC1A9059A0F8C4BA592E598430040C4CD,
18,금천구,623379440,퐁퐁플라워 가산센터,4.1,8건,서울 금천구 벚꽃로 278 롯데아울렛 3층,금천구 가산동,"영업시간&월~금 11:00 ~ 20:00&토,일 10:30 ~ 21:00&휴무일&연중무휴",02-444-2080,pongpong.kr,#키즈카페 #친목모임,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA0AA39D2F15C40B1B0E509129895863A,
19,금천구,1461073772,트리니티블랙,3.3,7건,서울 금천구 가산디지털2로 108 뉴T캐슬 1층 104호,금천구 가산동,"영업시간&월~금 07:30 ~ 17:00&휴무일&토,일요일&공휴일",02-2626-8989,violet1982.blog.me,#커피전문점 #감성카페 #카카오페이 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1035193139,
20,금천구,13049542,스타벅스 가산그레이트점,3.4,8건,서울 금천구 디지털로9길 32 갑을 그레이트 밸리 1층,금천구 가산동,영업시간&월~금 07:00 ~ 19:00&토 09:30 ~ 19:00&일 10:00 ~ 19:00,1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F230A2E4955E006C025,
21,금천구,27179470,502커피로스터스,4.5,2건,서울 금천구 가산디지털1로 159-20 흥영물산 1층,금천구 가산동,"영업시간&월~금 10:00 ~ 19:00&휴무일&토,일요일",070-4128-4289,www.502coffee.com,#커피전문점 #로스팅전문,"메뉴 이름: 클래식(200g) 가격: 10,000&메뉴 이름: 공단향(200g) 가격: 12,000&메뉴 이름: 딥씨(200g) 가격: 12,000&메뉴 이름: 램블(200g) 가격: 14,000&메뉴 이름: 콜롬비아 옐 파라이소 리치(200g) 가격: 23,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F23197D3658CF966E09,
22,금천구,1667235990,디저트39 금천시흥점,3.2,6건,서울 금천구 독산로 131-1,금천구 시흥1동,영업시간&매일 09:30 ~ 23:00,02-892-3839,www.dessert39.com,#디저트카페 #고즈넉한 #데이트코스 #디저트카페 #카카오페이 #제로페이,"메뉴 이름: 녹차 라떼 가격: 4,100&메뉴 이름: 아메리카노 가격: 3,900&메뉴 이름: 카페라떼 가격: 4,900&메뉴 이름: 허니자몽블랙티 가격: 5,800&메뉴 이름: 흑당밀크티(잔) 가격: 3,900&메뉴 이름: 밀크티라떼 가격: 4,900&메뉴 이름: 피치 자몽 아이스티 가격: 3,800&메뉴 이름: 복숭아 아이스티 코코넛 젤리 가격: 3,800&메뉴 이름: 피치 오렌지 아이스티 가격: 3,800",,
23,금천구,1788134156,투썸플레이스 금천롯데캐슬골드파크점,2.3,4건,서울 금천구 벚꽃로 40 근린상가 113동 101호,금천구 독산1동,"영업시간&월~금 09:00 ~ 22:00&토,일 10:00 ~ 22:00",02-802-1222,www.twosome.co.kr,#커피전문점 #카카오페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FD3BF86840D3148A8B3712BC1C868367C,
24,금천구,785517467,달리는커피 독산1호점,3.3,6건,서울 금천구 시흥대로 341,금천구 독산1동,,02-857-8163,www.dalcu.co.kr,#카페 #혼밥 #카카오페이 #제로페이,"메뉴 이름: 아메리카노 가격: 2,500&메뉴 이름: 카페라떼 가격: 3,500&메뉴 이름: 햄치즈 샌드위치 가격: 5,500&메뉴 이름: 파스타샐러드 가격: 7,000&메뉴 이름: 카야 치즈 토스트 가격: 3,900",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF0D29B3C84524160916A0EDB839275B4,
25,금천구,26376546,스타벅스 가산브이타워점,0.0,0건,서울 금천구 가산디지털1로 128,금천구 가산동,"영업시간&월~금 07:00 ~ 18:00&휴무일& 03/26(토), 03/27(일)",1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F223AC84A55E006C104,
26,금천구,21555012,투썸플레이스 시흥사거리점,2.0,11건,서울 금천구 시흥대로 228 1층,금천구 시흥1동,영업시간&매일 09:00 ~ 23:30,02-893-2388,www.twosome.co.kr,#커피전문점 #카카오페이,,,
27,금천구,1183978562,투썸플레이스 독산사거리점,2.4,11건,서울 금천구 시흥대로 422 금형회관 1층,금천구 독산4동,"영업시간&월~금 09:30 ~ 23:00&토,일 10:00 ~ 23:00&공휴일&10:00 ~ 23:00",,www.twosome.co.kr,#커피전문점 #카카오페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE8F3A6BA870C41E585071CEEDB56E858,
28,금천구,1925568709,디저트39 독산사거리점,3.0,5건,서울 금천구 시흥대로 421 서울바른세상병원 1층,금천구 독산1동,영업시간&매일 08:00 ~ 21:30,02-858-9488,,#디저트카페 #디저트카페 #카카오페이 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F6225FE72F5DC49A8BDE18DDFAC3CE37A,
29,금천구,2081698743,우주라이크커피 가산디지털단지점,5.0,2건,서울 금천구 가산로9길 12-8 지웰에스테이트2차 1층,금천구 가산동,"영업시간&월~금 10:00 ~ 21:00&토,일 10:00 ~ 18:00",02-6278-0077,www.wouldulike.co.kr,#커피전문점 #카카오페이 #제로페이,"메뉴 이름: 아메리캔 가격: 2,800&메뉴 이름: 더치커피 가격: 3,500&메뉴 이름: 더치라떼 가격: 4,300&메뉴 이름: 카푸치노 가격: 3,500&메뉴 이름: 카페라떼 가격: 3,500&메뉴 이름: 캔쓰비(다방커피) 가격: 3,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F83BE8ECDBF054694A51CB05EB26EEA8A,
30,금천구,20375726,커피베이 가산직영점,4.0,5건,서울 금천구 벚꽃로 254 월드메르디앙벤처센터1차 1층,금천구 가산동,"영업시간&월~금 07:30 ~ 21:00&토,일 10:00 ~ 19:00&공휴일&10:00 ~ 19:00",02-859-1157,www.coffee-bay.co.kr,#커피전문점 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5A63487E28684114AB791E1E570D8971,
31,금천구,27093914,탐스커버리 금천본점,2.2,5건,"서울 금천구 시흥대로 398 1,2층",금천구 독산4동,영업시간&매일 00:00 ~ 24:00,02-863-4565,www.tomntoms.com,#커피전문점 ,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FAAB162CCCC074D499ABA29A07D017B25,
32,금천구,26887407,할리스 가산디지털단지점,2.7,7건,서울 금천구 가산디지털1로 186 제이플라츠 1층,금천구 가산동,영업시간&월~금 07:00 ~ 22:00&토 08:00 ~ 22:00&일 09:00 ~ 22:00,,www.hollys.co.kr,#커피전문점 #제로페이,"메뉴 이름: 티아라 딸기 생크림 케이크 가격: 32,000&메뉴 이름: 해피 홀리데이 세트 가격: 18,600&메뉴 이름: 베리 치얼업 세트 가격: 18,300&메뉴 이름: 해피 크로플 세트 가격: 20,600&메뉴 이름: 뚱카롱 세트 가격: 8,700&메뉴 이름: 딸기치즈스윗박스 가격: 6,900&메뉴 이름: 해피 도넛 딸기 할리치노 - R/ICE 가격: 6,300&메뉴 이름: 더 진한 딸기 스무디 - R/ICE 가격: 6,800&메뉴 이름: 할리스 리프레시 세트 가격: 20,300&메뉴 이름: 할리스 브런치 세트 가격: 19,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF94F665629384A2E859B3A7F0CD93C76,
