,구,URL_ID,카페명,평점,리뷰개수,주소,행정동,영업시간,전화번호,홈페이지주소,태그,메뉴,대표사진주소,Unnamed: 12
10,광진구,88469138,랑데자뷰 건대점,3.0,18건,서울 광진구 아차산로31길 3,광진구 화양동,영업시간&매일 12:00 ~ 21:00,070-7718-3088,www.instagram.com/rendejavous_ku,#카페 #감성카페 #제로페이,"메뉴 이름: 랑데자뷰 가격: 7,000&메뉴 이름: 아메리카노 가격: 5,500&메뉴 이름: 카페라떼 가격: 6,000&메뉴 이름: 제주 녹차 라떼 가격: 6,500&메뉴 이름: 매실티 가격: 6,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1A05A4CC15834E599D7C8F1033EF7A90,
11,광진구,2106246357,그리네,0.0,0건,서울 광진구 군자로 139 1층,광진구 군자동,영업시간&매일 07:00 ~ 02:00&휴무일&연중무휴,070-3599-1146,www.instagram.com/grine_place,#디저트카페 #감성카페 #빈티지분위기 #제로페이,"메뉴 이름: 아메리카노 가격: 3,500&메뉴 이름: 카페라떼 가격: 3,800&메뉴 이름: 그린티 라떼 가격: 3,800&메뉴 이름: 민트 초코 라떼 가격: 4,000&메뉴 이름: 허브티 가격: 3,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F249B44664263406CB5A50BB1349E3746,
12,광진구,287949141,넥스트에디션 건대2호점,3.0,5건,"서울 광진구 아차산로 192 별관 2,3층",광진구 자양4동,영업시간&매일 10:30 ~ 24:00,0507-417-8580,www.nextedition.co.kr,#테마카페 #방탈출카페,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FB6BE7881D1AC4159AC8E98058477E87D,
13,광진구,715860315,아오스요거트,3.7,41건,서울 광진구 능동로 153 1층,광진구 화양동,"영업시간&월~금 09:00 ~ 21:00&토,일 11:00 ~ 21:00",070-8111-9451,www.instagram.com/ourth_yogurt,#디저트카페 #요거트카페 #제로페이,"메뉴 이름: 엉그리시 브랙피스트 (R) 가격: 4,500&메뉴 이름: 러브스토리 인 제주 (R) 가격: 4,700&메뉴 이름: 타워브릿지 (R) 가격: 4,700&메뉴 이름: 싱가폴 카야 (R) 가격: 4,300&메뉴 이름: 호텔 캘리포니아 (R) 가격: 4,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBB19586D7667475C8462D692709D8F64,
14,광진구,27607185,시드누아 중곡센터점,3.3,21건,서울 광진구 천호대로127길 44,광진구 중곡4동,영업시간&매일 11:00 ~ 19:00,02-446-8115,www.seednoir.com,#커피전문점 #로스팅전문 #베이커리카페 #분위기좋은,"메뉴 이름: 아메리카노 가격: 4,500&메뉴 이름: 카페라떼 가격: 5,000&메뉴 이름: 아인슈패너 가격: 5,500&메뉴 이름: 자몽차 가격: 5,500&메뉴 이름: 오가닉 루이보스 가격: 4,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0AECC48BA823455195B7F710BF2D1B46,
15,광진구,22674971,카페히릿,3.7,13건,서울 광진구 광나루로 404 3층,광진구 화양동,영업시간&매일 11:00 ~ 22:00&휴무일&마지막 수요일,070-8870-4442,blog.naver.com/cafe_hirit,#애견카페 #고양이카페 #데이트코스 #애견동반식당,"메뉴 이름: 요거트스무디 가격: 8,000&메뉴 이름: 고구마라떼 가격: 7,000&메뉴 이름: 녹차라떼 가격: 7,000&메뉴 이름: 레몬에이드 가격: 7,000&메뉴 이름: 레몬유자티 가격: 7,000&메뉴 이름: 로얄밀크티 가격: 7,500&메뉴 이름: 로얄아이스티 가격: 7,500&메뉴 이름: 머핀 가격: 3,000&메뉴 이름: 모카 프라푸치노 가격: 8,000&메뉴 이름: 바닐라 프라푸치노 가격: 8,000&메뉴 이름: 블루레몬에이드 가격: 7,000&메뉴 이름: 샤케라또 가격: 7,000&메뉴 이름: 스위트 바닐라라떼 가격: 7,000&메뉴 이름: 아메리카노 가격: 6,000&메뉴 이름: 아몬드쇼콜라 프라푸치노 가격: 8,000&메뉴 이름: 아이스초코 가격: 7,000&메뉴 이름: 에스프레소 가격: 6,000&메뉴 이름: 자몽에이드 가격: 7,000&메뉴 이름: 조각케익 가격: 4,000&메뉴 이름: 청포도에이드 가격: 7,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F429779C6DA7D4B198B2660AC29E2A879,
16,광진구,2239,커피나무 건대입구역점,4.4,28건,서울 광진구 동일로22길 117-26,광진구 화양동,"영업시간&월,화,수,목,일 10:00 ~ 24:00&금,토 10:00 ~ 01:00",02-466-1415,www.coffeenamu.co.kr,#커피전문점 #데이트코스 #루프탑있는 #제로페이,"메뉴 이름: 아메리카노 가격: 2,800&메뉴 이름: 카페라떼 가격: 3,300&메뉴 이름: 망고 커나치노 가격: 3,500&메뉴 이름: 레몬에이드 가격: 3,500&메뉴 이름: 유자차 가격: 3,500&메뉴 이름: 진한 치즈케이크 (1호) 가격: 23,000&메뉴 이름: 오레오가또쇼콜라 타르트 (1호) 가격: 22,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F48D170AF463C4559805828F24E94E8FA,
17,광진구,1024200053,펠어커피 구의점,4.0,6건,서울 광진구 아차산로59길 63 1층,광진구 구의3동,영업시간&화~토 11:30 ~ 20:00&일 11:00 ~ 17:00,0507-1447-0140,fellacoffee.co.kr,#커피전문점 #데이트코스 #로스팅전문 #수제초콜릿 #제로페이,"메뉴 이름: 아메리카노 가격: 3,000&메뉴 이름: 플랫화이트 가격: 3,500&메뉴 이름: 카페라떼 가격: 4,000&메뉴 이름: 수제티라미수 (오리지널) 가격: 5,500&메뉴 이름: 카카오 72초코 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_2010474720,
18,광진구,26869515,오페뜨 건대점,3.0,17건,서울 광진구 능동로 111 2층,광진구 화양동,영업시간&매일 12:00 ~ 21:00&공휴일&12:00 ~ 21:00,02-2135-9982,www.instagram.com/ofete__,#카페 #건대맛집 #건대카페 #당근케이크 #아인슈페너 #케이크맛집 #데이트코스 #디저트카페,"메뉴 이름: 아메리카노 가격: 4,000&메뉴 이름: 카페라떼 가격: 4,500&메뉴 이름: 카페모카 가격: 5,000&메뉴 이름: 바닐라라떼 가격: 5,000&메뉴 이름: 카라멜마끼아또 가격: 5,000&메뉴 이름: 더치커피 가격: 5,000&메뉴 이름: 더치큐브라떼 가격: 5,500&메뉴 이름: 씨트러스 민트 가격: 6,000&메뉴 이름: 얼그레이 가격: 6,000&메뉴 이름: 레몬청티 가격: 6,000&메뉴 이름: 초코라떼 가격: 5,500&메뉴 이름: 플레인요거트 가격: 6,000&메뉴 이름: 블루베리스무디 가격: 6,000&",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FE041B53A2298435489DE45C78E0F8C9F,
19,광진구,1040379670,열매제과점,4.9,41건,서울 광진구 동일로24길 31 1층,광진구 화양동,"영업시간&수~일 12:00 ~ 20:00&휴무일&월,화요일&이용시 주의 사항&* 명절휴무, 휴가, 임시휴무는 인스타그램으로 확인해주세요:)",010-5814-3738,www.instagram.com/yeolmae_bakery,#카페 #디저트카페 #제로페이,"메뉴 이름: 아메리카노 가격: 3,500&메뉴 이름: 카페라떼 가격: 4,000&메뉴 이름: 까눌레 가격: 2,500&메뉴 이름: 단호박파운드 가격: 4,000&메뉴 이름: 버터스콘 가격: 3,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F00A49FF74DD54A17ABE84090B68F0397,
20,광진구,1430310181,키랩보드게임 룸카페 건대본점,4.4,16건,서울 광진구 아차산로33길 49 키랩 보드게임 룸카페 건대본점,광진구 화양동,"영업시간&월~금 13:00 ~ 23:00&토,일 12:00 ~ 23:00&공휴일&12:00 ~ 23:00&이용시 주의 사항&연중무휴 (코로나 방역으로 인한 단축영업)",070-8098-7300,www.kilab.or.kr,#보드카페 #건대놀거리 #건대데이트 #건대룸카페 #건대보드게임 #건대보드게임카페 #데이트코스 #룸카페 #보드게임카페,"메뉴 이름: 아메리카노 가격: 3,800&메뉴 이름: 카페라떼 가격: 4,300&메뉴 이름: 바닐라라떼 가격: 4,800&메뉴 이름: 유기농잎차 가격: 4,300&메뉴 이름: 홍차 가격: 4,300",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F560B12E4A97D405F905CD23B85CCAD73,
21,광진구,26826876,히어로보드게임카페 건대1호점,3.6,20건,서울 광진구 아차산로 221 3층,광진구 화양동,영업시간&월~목 13:00 ~ 24:00&금~일 13:00 ~ 01:00,02-466-1203,blog.naver.com/hero9312,#보드카페 #데이트코스 #룸카페 #만화카페 #보드게임카페 #제로페이,"메뉴 이름: 아메리카노 가격: 3,500&메뉴 이름: 카페라떼 가격: 4,000&메뉴 이름: 복숭아아이스티 가격: 3,500&메뉴 이름: 그린티라떼 가격: 4,000&메뉴 이름: 플레인 요거트 스무디 가격: 4,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FBC6DC156CDB34B63964D7CC941014359,
22,광진구,1508416506,헤르츠커피로스팅,4.7,72건,서울 광진구 능동로 334,광진구 중곡2동,영업시간&화~일 09:00 ~ 22:00&휴무일&월요일,,www.instagram.com/herz_coffee,#커피전문점 #로스팅전문 #제로페이,"메뉴 이름: 아인슈페너 가격: 4,000&메뉴 이름: 아메리카노 가격: 3,500&메뉴 이름: 카페라떼 가격: 4,200&메뉴 이름: 비엔나 코코아 가격: 5,900&메뉴 이름: 아이스 홍차 가격: 6,500&메뉴 이름: 밀크티 가격: 6,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC7019FB2EE1443A4BE4EA81E50EC1D81,
23,광진구,143898787,카페 드노보,3.5,22건,서울 광진구 아차산로78길 157,광진구 광장동,영업시간&매일 11:00 ~ 22:00,,www.instagram.com/cafe_de_novo,#카페 #루프탑있는 #브런치카페 #주택개조카페 #한옥스타일 #제로페이,"메뉴 이름: 에스프레소 가격: 4,000&메뉴 이름: 아메리카노(HOT) 가격: 5,000&메뉴 이름: 카페라떼(HOT) 가격: 5,500&메뉴 이름: 제주 말차라떼(HOT) 가격: 6,000&메뉴 이름: 백향과 에이드 가격: 6,800",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F731BE14030D9430DABCE590DBB614852,
24,광진구,606933069,플라이팬커피,4.3,16건,서울 광진구 능동로3길 14,광진구 자양4동,영업시간&매일 08:00 ~ 23:00,,,#커피전문점 #로스팅전문 #스터디카페 #카카오페이 #제로페이,"메뉴 이름: 아메리카노 가격: 4,000&메뉴 이름: 카페라떼 가격: 4,500&메뉴 이름: 레몬차 가격: 5,500&메뉴 이름: 꿀 국화차 가격: 5,500&메뉴 이름: 자몽에이드 가격: 6,000",,
25,광진구,2053737523,카페러슬,4.1,15건,서울 광진구 자양로37길 63 3층,광진구 구의2동,영업시간&화~일 10:00 ~ 22:00&휴무일&월요일,070-4202-1555,,#카페 #루프탑있는,"메뉴 이름: 아메리카노 가격: 3,800&메뉴 이름: 카페라떼 가격: 4,300&메뉴 이름: 바닐라라떼 가격: 5,000&메뉴 이름: 그린티라떼 가격: 4,800",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F20D3650CD2CF4FE7BD770DFB39CEA2C2,
26,광진구,27354377,엑스케이프,2.2,5건,서울 광진구 동일로 112,광진구 화양동,영업시간&매일 10:00 ~ 24:00&휴무일&연중무휴,02-463-9366,xcape.co.kr,#테마카페 #데이트코스 #방탈출카페 #제로페이,,,
27,광진구,831662985,북카페세모,3.0,12건,"서울 광진구 아차산로31길 20 2, 3층",광진구 화양동,"영업시간&월~금 12:00 ~ 01:00&토,일 11:00 ~ 01:00",02-463-0305,,#북카페 #데이트코스 #루프탑있는 #북카페 #분위기좋은 #스터디카페 #회식장소 #제로페이,"메뉴 이름: 싱글Set B 가격: 9,500&메뉴 이름: 아메리카노 가격: 4,000&메뉴 이름: 카페라떼 가격: 4,500&메뉴 이름: 녹차아인슈페너 가격: 6,000&메뉴 이름: 헤이즐넛라떼 가격: 5,000&메뉴 이름: 큐브더치라떼 가격: 6,000&메뉴 이름: 망고스무디 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1599551502,
28,광진구,24350794,스타벅스 군자역,3.1,20건,서울 광진구 천호대로 548,광진구 군자동,영업시간&월~토 07:00 ~ 22:00&일 08:00 ~ 21:00,1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 아이스 슈크림 라떼 가격: 6,100&메뉴 이름: 슈크림 라떼 가격: 6,100&메뉴 이름: 아이스 핑크 매그놀리아 레모네이드 가격: 6,100&메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 핑크 매그놀리아 레모네이드 가격: 6,100&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",,
29,광진구,531681208,카페K375,3.4,31건,"서울 광진구 아차산로33길 68 지하,1~2층",광진구 화양동,영업시간&매일 13:00 ~ 23:30&매일 라스트오더 ~ 22:00,02-467-4468,www.instagram.com/cafe_k375,#카페 #감성카페 #데이트코스 #분위기좋은 #빈티지분위기 #수제케이크 #제로페이,"메뉴 이름: 아메리카노 가격: 4,500&메뉴 이름: 카페라떼 가격: 5,000&메뉴 이름: 말차슈페너(ICE) 가격: 7,000&메뉴 이름: 로즈베리 에이드 가격: 6,500&메뉴 이름: 수제밀크티 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_781865294,
30,광진구,26639935,스타벅스 구의DT,4.6,23건,서울 광진구 광나루로 519,광진구 구의2동,"영업시간&월~금 07:00 ~ 20:00&토,일 07:00 ~ 21:00&이용시 주의 사항&2022-03-14 Drive Thru 운영시간 07:00 ~ 20:00",1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 아이스 슈크림 라떼 가격: 6,100&메뉴 이름: 슈크림 라떼 가격: 6,100&메뉴 이름: 아이스 핑크 매그놀리아 레모네이드 가격: 6,100&메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 핑크 매그놀리아 레모네이드 가격: 6,100&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FBD60FA34486F4F2E944CE067F6309839,
31,광진구,930031839,천계월,4.4,16건,서울 광진구 자양로42길 20 1층,광진구 구의2동,영업시간&화~토 11:00 ~ 22:00&일 12:00 ~ 21:00&휴무일&월요일,,www.instagram.com/cheongyewol_10,#커피전문점 #감성카페 #제로페이,"메뉴 이름: 아메리카노 가격: 3,800&메뉴 이름: 카페라떼 가격: 4,300&메뉴 이름: 바닐라라떼 가격: 4,500&메뉴 이름: 카푸치노 가격: 4,300",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FA36BF8D478DC480391D499B53E7639B0,
32,광진구,1017964919,도쿄빙수 건대점,3.8,35건,서울 광진구 아차산로31길 45 1층,광진구 화양동,영업시간&매일 12:00 ~ 22:00&매일 라스트오더 ~ 21:30&임시휴업&2018년 04월,02-466-2012,www.instagram.com/tokyobingsu_konkuk,#디저트카페 #데이트코스 #제로페이,"메뉴 이름: 방울방울 토마토 빙수 가격: 10,800&메뉴 이름: [계절]앙큼상큼자두빙수 가격: 13,000&메뉴 이름: [계절]부끄부끄 복숭아 빙수 가격: 13,000&메뉴 이름: 애플망고빙수 가격: 12,000&메뉴 이름: 제주말차 생크림빙수 가격: 12,800&메뉴 이름: 너를만나 콩팥콩팥 빙수 가격: 12,200&메뉴 이름: 시크한 오레오 크림치즈 빙수 가격: 11,500&메뉴 이름: 크로플 미니 3pcs 가격: 5,000&메뉴 이름: 아메리카노 가격: 3,500&메뉴 이름: 카페라떼 가격: 4,000&메뉴 이름: 바닐라카페라떼 가격: 4,500&메뉴 이름: 도쿄밀크티 가격: 4,500&메뉴 이름: 달고나카페라떼 가격: 4,500&메뉴 이름: 말차라떼 가격: 4,500&메뉴 이름: 초로릿라떼 가격: 4,500&메뉴 이름: 자몽에이드(only ice) 가격: 5,000&메뉴 이름: 레몬에이드 (only ice) 가격: 5,000&메뉴 이름: 미타라시 당고(간장맛)3pc 가격: 5,500&메뉴 이름: 드링킹 요거트 딸기 250ml 가격: 5,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1A61A387B87E48C688A401C632D8F321,
33,광진구,25693014,벨롱에스프레소,4.4,28건,서울 광진구 능동로17길 34 1층,광진구 화양동,영업시간&월~토 12:00 ~ 22:00&공휴일&12:00 ~ 21:00,02-2201-2266,www.facebook.com/bellongespresso,#커피전문점 #감성카페 #데이트코스 #제로페이,"메뉴 이름: Americano 가격: 4,000&메뉴 이름: Latte 가격: 4,500&메뉴 이름: Vanilla 가격: 5,000&메뉴 이름: 귤에이드 가격: 5,500&메뉴 이름: Green Tea 가격: 4,500&메뉴 이름: 티라미수(Take Out) 가격: 9,000&메뉴 이름: 티라미수 가격: 7,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2509983353FC30910A,
34,광진구,757366145,카페레디언트,3.2,29건,서울 광진구 능동로38길 41 101호,광진구 중곡2동,"영업시간&월~금 08:00 ~ 22:00&토,일 10:00 ~ 22:00",02-2201-0204,,#카페 #분위기좋은 #제로페이,"메뉴 이름: 아메리카노 가격: 3,500&메뉴 이름: 카페라떼 가격: 4,000&메뉴 이름: 바닐라라떼 가격: 4,500&메뉴 이름: 아인슈페너 가격: 4,800",,
