구|URL_ID|카페명|평점|리뷰개수|주소|영업시간|전화번호|홈페이지주소|태그|메뉴|대표사진주소|
양천구|1989650151|스타벅스 목동8단지점|4.1|9건|서울 양천구 목동서로 299|영업시간&매일 07:00 ~ 21:00|1522-3232|www.starbucks.co.kr|#커피전문점 #카카오페이||
양천구|758470503|스타벅스 목동역점|3.7|12건|서울 양천구 목동로 203|영업시간&월~토 07:30 ~ 21:00&일 08:00 ~ 21:00|1522-3232|www.starbucks.co.kr|#커피전문점 #카카오페이||
양천구|16095622|에프스토리|2.6|16건|서울 양천구 오목로 321-5 1층|영업시간&월~금 10:00 ~ 23:00&토 11:00 ~ 23:00&일 12:00 ~ 23:00|||#카페 #감성카페 #데이트코스 #분위기좋은 #빈티지분위기 #소개팅 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F96F495EA49C8462B8AA4112B0434AB7E
양천구|1457114935|아모르버터|3.8|18건|서울 양천구 오목로48길 20-1|영업시간&화~금 12:00 ~ 20:00&토 12:00 ~ 18:00&휴무일&월,일요일|02-2601-9739|www.instagram.com/amor_butter|#디저트카페 #수제케이크 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F73DF78854AC04E3892B23C7A6ECA1557
양천구|27264276|퍼블릭맨션|4.4|18건|서울 양천구 등촌로 154 1층|영업시간&매일 09:00 ~ 23:00|02-2654-6695||#카페 #분위기좋은||
양천구|256577644|카페화목토|4.0|13건|서울 양천구 목동로11길 5|영업시간&매일 11:00 ~ 22:00|02-6403-1105|www.instagram.com/cafe_hwamokto|#카페 #감성카페 #이색카페 #플라워카페 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F76BFA95EBA4049B1B9E27D84E710FC8F
양천구|478112901|리모트|4.7|22건|서울 양천구 목동중앙본로7길 34 3층|영업시간&매일 11:00 ~ 21:00&이용시 주의 사항&매월 마지막요일|070-8879-0401|www.instagram.com/remotecoffee_|#커피전문점 #빈티지분위기 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F82595979E0C743D39FF889027911DB7C
양천구|1387417961|파티세리소나 2호점|4.9|20건|서울 양천구 신목로12길 8 1,2층|영업시간&월,목,금,토,일 09:00 ~ 19:30&휴무일&화,수요일|02-6404-4454|instagram.com/patisserie_sona_2|#디저트카페 #베이커리카페 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F171571DEA6144822A16874567D7EAD19
양천구|1528873708|알레비앙|4.4|10건|서울 양천구 신월동 438-3 1층||02-2692-2556|www.instagram.com/aller.bien|#디저트카페 #베이커리카페 #브런치카페 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F1D74F80C3CDF418388F86A4C122F1E8E
양천구|1910467865|테디랩|3.0|11건|서울 양천구 신월로36길 11 1층|영업시간&매일 11:00 ~ 21:00|070-8722-4441|blog.naver.com/integra912|#카페 #브런치카페 #소개팅 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6D50EB0D07FD4AC0B28AB389964C152B
양천구|964935317|스타벅스 신월동DT|4.9|9건|서울 양천구 남부순환로 319|영업시간&월~토 07:00 ~ 21:00&일 07:30 ~ 21:00&이용시 주의 사항&2022-03-14 Drive Thru 운영시간 07:00 ~ 21:00|1522-3232|www.starbucks.co.kr|#커피전문점 #카카오페이||
양천구|617333242|스타벅스 등촌역점|4.5|10건|서울 양천구 공항대로 566 1,2층|영업시간&월~금 07:30 ~ 21:00&토,일 08:00 ~ 21:00|1522-3232|www.starbucks.co.kr|#커피전문점 #카카오페이||
양천구|926070592|스타벅스 목동10단지점|4.8|9건|서울 양천구 목동서로 401|영업시간&매일 07:00 ~ 21:00||www.starbucks.co.kr|#커피전문점 #카카오페이||
양천구|1898322959|비엔나커피하우스 목동7단지점|3.8|6건|서울 양천구 목동서로 211 1층|영업시간&매일 07:00 ~ 24:00|02-2655-1683|viennacoffeehouse.co.kr|#커피전문점 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFE0BB2B4CC6E41ADB13D32C338C238AF
양천구|389160790|스타벅스 목동오목로점|4.3|6건|서울 양천구 오목로 279|영업시간&매일 07:30 ~ 21:00|1522-3232|www.starbucks.co.kr|#커피전문점 #카카오페이||
양천구|7961580|스타벅스 목동점|4.0|7건|서울 양천구 목동서로 67|영업시간&매일 07:00 ~ 21:00|1522-3232|www.starbucks.co.kr|#커피전문점 #카카오페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F272D414E55E006D00B
양천구|1459148300|퀸즈브라운 목동역점|4.3|4건|서울 양천구 오목로46길 6 1층|영업시간&매일 08:30 ~ 22:30|02-2604-8222|www.instagram.com/queensbrown_mokdong|#카페 #데이트코스 #디톡스음료 #브런치카페 #소개팅 #카카오페이 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_209853384
양천구|505681949|달다랗다|4.9|9건|서울 양천구 은행정로6길 22 남부빌딩 1층 102호|영업시간&수~일 11:00 ~ 19:30&휴무일&월,화요일|010-2062-3201|blog.naver.com/k_yura09|#디저트카페 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1BEE67917934498D8AE33CFD9568C29E
양천구|961605125|카페올리|5.0|4건|서울 양천구 오목로4길 15 1층|영업시간&화~일 10:00 ~ 21:00&화~일 라스트오더 ~ 20:00&휴무일&월요일|||#디저트카페 #디저트카페 #분위기좋은 #브런치카페 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2FF1E50AC5DE804A7694B92AF5F510D8D8
양천구|1973568744|투썸플레이스 목동하이페리온점|3.6|7건|서울 양천구 오목로 300 목동하이페리온2차 205동 102호|영업시간&월~금 07:00 ~ 23:00&토,일 08:00 ~ 23:00|02-2652-2388|www.twosome.co.kr|#커피전문점 #카카오페이||
양천구|1664553439|투썸플레이스 남부지방법원점|4.0|8건|서울 양천구 신월로 385 동진빌딩 1,2층|영업시간&월~금 07:00 ~ 22:30&토 08:00 ~ 22:30&일 08:00 ~ 22:00|02-2607-2377|www.twosome.co.kr|#커피전문점 #카카오페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F64ABB037F04845E9A3ED4F717CDD9834
양천구|2041586991|디저트39 목동점|2.9|7건|서울 양천구 목동서로 221 굿모닝탑 116, 117호|영업시간&매일 07:00 ~ 23:00|02-2652-7133|www.dessert39.com|#디저트카페 ||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F66BF9B6FC7524383AAE0BC5FC5654128
양천구|277928483|라헬의부엌 목동점|4.2|6건|서울 양천구 오목로 345 슬로우스퀘어 1층 118,119호|영업시간&월~목 11:00 ~ 22:30&금,토 11:00 ~ 23:00&일 12:30 ~ 22:00|070-4121-1020|www.instagram.com/rachelskitchen_md|#디저트카페 #브런치카페 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F3FF377303C3D4300A4997DC3C10A5819
양천구|18694487|코나빈스|4.5|4건|서울 양천구 지양로 72|영업시간&매일 10:00 ~ 02:00|||#커피전문점 #제로페이||
양천구|1554012701|커피집 이공|4.9|13건|서울 양천구 오목로 204 2층|영업시간&월~토 10:30 ~ 22:00||www.instagram.com/coffeehouse_igong|#커피전문점 #데이트코스 #분위기좋은 #핸드드립전문점 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_498350677
양천구|316706833|타조메롱|4.6|10건|서울 양천구 목동중앙북로24길 12 1층|영업시간&월~토 10:30 ~ 21:00&일 09:00 ~ 21:00|02-6341-2020|www.instagram.com/tajomerong|#카페 #목동디저트 #목동카페 #분위기좋은카페 #염창역디저트 #염창역카페 #카카오페이 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1247498378
양천구|1468196303|카페히든|5.0|6건|서울 양천구 목동동로 222-6 1층|영업시간&매일 11:30 ~ 22:00|070-8774-1774|instagram.com/cafe_hidden_official|#디저트카페 #테라스가있는 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF2728BE900BE4740906FD9B5BC72D6C6
양천구|236144404|커피그레이드|4.9|8건|서울 양천구 중앙로51길 71|영업시간&매일 09:00 ~ 24:00|||#카페 #감성카페 #로스팅전문 #제로페이||
양천구|265491129|젠틀카롱|4.5|14건|서울 양천구 목동로 163 107호|영업시간&목~토 12:00 ~ 18:00||www.instagram.com/gentle_caron|#카페 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F386BD4B2AE4E43CFAC5F996E1C35082D
양천구|26965251|빌리엔젤 목동41타워점|3.4|5건|서울 양천구 목동동로 293 목동41타워 3층 301호|영업시간&매일 11:00 ~ 22:00|02-2654-6575|0226546575.modoo.at|#디저트카페 #디저트카페 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F24725D4756B40B7403
양천구|396855034|신월커피|4.4|12건|서울 양천구 남부순환로58길 27-1|영업시간&화~일 10:00 ~ 20:00&휴무일&월요일|||#카페 #공부하기좋은 #분위기좋은 #애견동반카페 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F333F7140B2224047B431C2CEBCE45945
양천구|334882918|카페스페이스530|3.5|15건|서울 양천구 목동중앙본로 122 1, 2층|영업시간&월~금 10:00 ~ 24:00&토,일 11:00 ~ 24:00|||#카페 #로스팅전문 #루프탑있는 #핸드드립전문점||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF13C86F3F3FC49C6A559933066E536E3
양천구|26410047|스타벅스 목동7단지점|4.9|7건|서울 양천구 목동서로 213 세션비전프라자 1층 107호|영업시간&매일 07:00 ~ 21:00|1522-3232|www.starbucks.co.kr|#커피전문점 #카카오페이||
양천구|13049554|스타벅스 목동파라곤점|4.2|9건|서울 양천구 목동서로 155 1층|영업시간&매일 07:00 ~ 21:00|1522-3232|www.starbucks.co.kr|#커피전문점 #카카오페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F01D4D2A92E2145E894DFF209832CF8A3
양천구|20596704|이디야커피 오목교대학학원점|4.8|5건|서울 양천구 오목로 319|영업시간&월~금 00:00 ~ 24:00|02-2651-0511|www.ediya.com|#커피전문점 #제로페이||
양천구|1402437112|타르타르 목동41타워점|2.3|4건|서울 양천구 목동동로 293|영업시간&매일 10:00 ~ 22:00|1800-3797|www.tarrtarr.com|#디저트카페 ||
양천구|360893773|프레쉬모먼트카페|4.3|6건|서울 양천구 중앙로46길 7 2층|영업시간&화~일 11:00 ~ 21:00&휴무일&월요일||www.instagram.com/freshmoment_cafe|#카페 #감성카페 #분위기좋은 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1474809013
양천구|436082632|투썸플레이스 염창역점|1.8|19건|서울 양천구 공항대로 630 1층|영업시간&매일 08:00 ~ 23:00|02-2648-8281|www.twosome.co.kr|#커피전문점 ||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F567B4761DE124BF78A827D4BA3631523
양천구|18597694|비비민트|2.8|5건|서울 양천구 지양로 32|영업시간&화~일 11:00 ~ 22:00&휴무일&월요일|010-5018-2998|bbmintsim12.blog.me|#디저트카페 #수제초콜릿 #제로페이||
양천구|27425058|카페멍 목동점|2.1|15건|서울 양천구 오목로 337-10 소망빌딩 5층|영업시간&월~금 12:30 ~ 21:30&토,일 12:00 ~ 21:00|02-2644-1351|blog.naver.com/cafemung|#애견카페 #데이트코스 #제로페이||
양천구|1533232610|투썸플레이스 양천신목로점|5.0|3건|서울 양천구 신목로 50 1층|영업시간&매일 08:00 ~ 22:00|02-2651-2555|www.twosome.co.kr|#커피전문점 #카카오페이 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F953A777FCEF8451383D20FE2C956E0A6
양천구|487595223|할리스 목동점|3.7|3건|서울 양천구 목동서로 159-1 CBS기독교 방송국 1,2층|영업시간&월~금 07:00 ~ 22:00&토,일 09:00 ~ 22:00|02-2062-1063|www.hollys.co.kr|#커피전문점 #카카오페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F79D9137F003340C08A6CB2DB043B46BC
양천구|1744622139|투썸플레이스 신정네거리점|4.0|2건|서울 양천구 중앙로 261|영업시간&매일 08:00 ~ 23:00|02-6952-9797|www.twosome.co.kr|#커피전문점 #카카오페이||
양천구|27356266|달달애|2.8|10건|서울 양천구 목동로11길 2|영업시간&월~토 07:30 ~ 21:30&휴무일&일요일||blog.naver.com/aiwo33|#디저트카페 #베이커리카페 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0DE16DE7CF2842F5B8D4F8C7708680AD
양천구|336393955|투썸플레이스 양천구청점|2.8|8건|서울 양천구 목동서로 349|영업시간&매일 10:00 ~ 19:00|02-2650-8900|www.twosome.co.kr|#커피전문점 #카카오페이 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE3CBDFD4DE3D463D93256F4779C45D82
양천구|255158813|카페아리네|5.0|15건|서울 양천구 목동동로 222-11 1,2층|영업시간&월~금 11:00 ~ 23:00&토,일 12:00 ~ 23:00|02-2648-5735|www.instagram.com/cafe_arine_official|#디저트카페 #디저트카페 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F5B5A892B152045B78932CF97E84981C7
양천구|993912047|러브 바리스타|4.6|7건|서울 양천구 목동중앙북로 65 지상 1층|영업시간&월~금 11:00 ~ 16:00&휴무일&토,일요일||www.instagram.com/love___barista|#커피전문점 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F528D5A73AAAE4CECA16B2C82A594AED5
양천구|1047495010|스타벅스 목동파리공원점|3.8|9건|서울 양천구 목동동로 377|영업시간&매일 07:00 ~ 21:00|1522-3232|www.starbucks.co.kr|#커피전문점 #카카오페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FFB7BF5E883EA4C81B0F92567502CC03C
양천구|74527340|카페동네 목동점|4.4|8건|서울 양천구 목동남로4길 13 1층||070-7765-7717|www.cafedongnae.com|#커피전문점 #제로페이||
양천구|788522441|스타벅스 목동트라팰리스점|4.0|3건|서울 양천구 오목로 299|영업시간&매일 07:00 ~ 21:00|1522-3232|www.starbucks.co.kr|#커피전문점 ||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FE9D229D404AF45F9AC45C9006DE9146B
양천구|939764391|도쿄빙수 오목교역점|3.1|14건|서울 양천구 오목로 328 1층|영업시간&매일 11:00 ~ 23:00&매일 라스트오더 ~ 22:30|02-2644-6568|tokyobingsu.co.kr|#디저트카페 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC70879AFD42442688DFB98297CEB260C
양천구|20494132|스타벅스 목동5단지점|2.9|7건|서울 양천구 목동동로 411 부영그린타운3차 116호|영업시간&월~금 07:00 ~ 21:00&토,일 08:00 ~ 21:00|1522-3232|www.starbucks.co.kr|#커피전문점 #카카오페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FC5AEA28A242D4B0288264C283BBA5D41
양천구|377424986|제이블리키즈카페|3.5|2건|서울 양천구 신목로 34 현승빌딩 4층|영업시간&매일 10:00 ~ 20:00&공휴일&10:00 ~ 20:00&휴무일&연중무휴|02-2646-8353||#키즈카페 #공주풍 #아이와함께 #트램폴린카페 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_606723579
양천구|27583520|투썸플레이스 목동메가박스점|2.3|7건|서울 양천구 목동동로 309 행복한백화점 6층|영업시간&월,화,수,목,일 10:00 ~ 22:00&금,토 10:00 ~ 22:30|02-6678-3661|www.twosome.co.kr|#커피전문점 #카카오페이 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF2510D02F9EB4B11A86446BC2B08C24A
양천구|1447362483|투썸플레이스 신정뉴타운점|2.5|2건|서울 양천구 신월로 164|영업시간&매일 08:00 ~ 22:30&공휴일&08:00 ~ 22:30|02-6952-5322||#커피전문점 #카카오페이||
양천구|27176440|노유민코페 신월직영점|3.0|2건|서울 양천구 지양로 2|영업시간&매일 11:00 ~ 23:00|02-2696-3969|www.noumincofe.co.kr|#커피전문점 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F2739703A561F052A27
양천구|1297987955|디저트카페솔|4.4|5건|서울 양천구 목동동로 339||02-6737-7767|instagram.com/dessertcafe_sol?utm_medium=copy_link|#디저트카페 #디저트카페 #분위기좋은 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F6319B72FB335407C8276AC20021243AF
양천구|26914995|커피빈 오목교역사거리점|4.5|2건|서울 양천구 오목로 350 목동선텍시티빌딩 1~2층|영업시간&월~금 07:00 ~ 23:00&토,일 08:00 ~ 23:00&공휴일&08:00 ~ 23:00|02-2653-8577|www.coffeebeankorea.com|#커피전문점 #카카오페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F53420E78688E4C07A52EBB87901A594D
양천구|676896789|놀숲 목동오목교점|3.8|6건|서울 양천구 목동동로 258 상가 지하1층 1, 2호|영업시간&매일 10:30 ~ 23:00&이용시 주의 사항&매월 셋째주 월요일 휴무|02-2653-9559|instagram.com/nolsoop_omokgyo?utm_medium=copy_link|#만화카페 #데이트코스 #만화카페 #보드게임카페 #북카페 #친목모임 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2FB30468CA229C4353B306D485B81A5D81
양천구|559404149|스타벅스 목동행복한점|4.4|5건|서울 양천구 목동동로 309|영업시간&월~목 08:00 ~ 19:00&토,일 08:00 ~ 20:00&금 07:30 ~ 20:00|1522-3232|www.starbucks.co.kr|#커피전문점 #카카오페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F972942DA209048149BD73C3DD3E034AD
양천구|7968573|스타벅스 현대목동점|3.6|9건|서울 양천구 목동동로 257 현대백화점 목동점 지하 2층|영업시간&월~금 07:30 ~ 21:00&토,일 08:00 ~ 21:00|1522-3232|www.starbucks.co.kr|#커피전문점 #카카오페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F6F41F08C273E47589B76C03F5CC13DF2
양천구|1863340025|커피하오|4.7|10건|서울 양천구 목동중앙로 103-1|영업시간&매일 10:00 ~ 22:00|02-2061-7472||#커피전문점 #분위기좋은 #브런치카페 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F394CA9242B04431A9500088BCCF6C639
양천구|27164282|할리스 신정네거리역점|2.3|12건|서울 양천구 중앙로 252 신정화산빌딩 2층|영업시간&매일 08:00 ~ 22:00|02-2645-9957|www.hollys.co.kr|#커피전문점 #카카오페이 #제로페이||
양천구|18183716|노유민코페 오목교본점|1.0|1건|서울 양천구 목동동로12길 45 삼익아파트 상가 제 3-1호||02-2646-3969|blog.naver.com/PostThumbnailList.nhn?blogId=no_sajang&categoryNo=20|#커피전문점 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F227A8443541F4EA22F
양천구|1443377106|C27 현대백화점목동점|2.3|7건|서울 양천구 목동동로 257 1층|영업시간&매일 09:00 ~ 24:00&매일 라스트오더 ~ 24:00|02-2163-3585|www.c27.co.kr|#카페 #데이트코스||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1E5FF67D99774BDB857D32E5ABCD3744
양천구|1339903284|79파운야드 목동41타워점|3.5|6건|서울 양천구 목동동로 293 현대41타워 1-44~46호|영업시간&월~금 09:00 ~ 22:00&(크로플  10시 이후)&토,일 10:00 ~ 22:00&(크로플  11시 이후)|02-2644-0502|79founyard.com|#디저트카페 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F117F2744519C4E8EA725AE2EE2D8A6E9
양천구|23727287|공차 목동역점|2.7|10건|서울 양천구 목동로 173|영업시간&매일 10:00 ~ 23:40|02-2608-8308|www.gong-cha.co.kr|#카페 #카카오페이||
양천구|18946880|알리|3.0|4건|서울 양천구 중앙로32길 45||||#카페 #카카오페이 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8633D60F669B4E6E83DBAF82DB347CC0
양천구|20550950|수커피숍|0.0|0건|서울 양천구 신월로 333||02-2604-9003||#카페 ||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F234F3238A1F440538F0674A32844CD19
양천구|372600064|카브|2.3|8건|서울 양천구 오목로 330 1층|영업시간&매일 10:00 ~ 22:00|02-2651-5623|www.instagram.com/carve_seoul|#카페 #감성카페 #브런치카페 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F577C01A0206F4A44B100DB89A56EBC52
양천구|1178001881|지극정성마카롱|4.4|7건|서울 양천구 오목로 345 슬로우스퀘어 지하1층 111호|영업시간&화~금 11:30 ~ 21:00&토 11:30 ~ 20:00&휴무일&월,일요일|010-3322-0953|www.instagram.com/daldalhan_factory|#디저트카페 #카카오페이 #제로페이||//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9C61F4AE7D6D42D7847586888C47BA6B
