,구,URL_ID,카페명,평점,리뷰개수,주소,행정동,영업시간,전화번호,홈페이지주소,태그,메뉴,대표사진주소,경도,위도
15,동대문구,26900379,스타벅스 신설동역점,2.7,19건,서울 동대문구 왕산로 19,동대문구 용신동,영업시간&월~금 07:00 ~ 21:00&토 08:00 ~ 21:00&일 09:00 ~ 21:00,1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 아이스 슈크림 라떼 가격: 6,100&메뉴 이름: 슈크림 라떼 가격: 6,100&메뉴 이름: 아이스 핑크 매그놀리아 레모네이드 가격: 6,100&메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 핑크 매그놀리아 레모네이드 가격: 6,100&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F1BE974B1E77E4574B0C0CD62C2667961,127.0255257,37.57671156
16,동대문구,24868732,스타벅스 회기역사거리점,3.6,19건,서울 동대문구 이문로 37 회기 한일 베라체캠퍼스 1층,동대문구 회기동,"영업시간&월~금 07:00 ~ 22:00&토,일 08:00 ~ 22:00",1522-3232,www.starbucks.co.kr,#커피전문점 #로스팅전문 #카카오페이,"메뉴 이름: 아이스 슈크림 라떼 가격: 6,100&메뉴 이름: 슈크림 라떼 가격: 6,100&메뉴 이름: 아이스 핑크 매그놀리아 레모네이드 가격: 6,100&메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 핑크 매그놀리아 레모네이드 가격: 6,100&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F246216601336460695F9CE260098F7A2,127.0561172,37.59080026
17,동대문구,811623792,한시십일분,4.9,16건,서울 동대문구 망우로 66 지하1층,동대문구 휘경2동,영업시간&화~일 13:00 ~ 23:00&휴무일&월요일,,www.instagram.com/am_1_11_,#카페 #감성카페 #데이트코스 #분위기좋은 #제로페이,"메뉴 이름: 아메리카노 가격: 4,000&메뉴 이름: 카페라떼 가격: 4,500&메뉴 이름: 크림라떼 가격: 5,500&메뉴 이름: 밀크티 가격: 5,000&메뉴 이름: 11분 라떼 가격: 5,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F7E8C8F1AF23F4955815D0EAA969908C0,127.06097,37.58950362
18,동대문구,13333488,컴플리트커피,4.6,26건,서울 동대문구 천장산로7길 19,동대문구 이문1동,"영업시간&월~금 08:00 ~ 23:00&토,일 10:00 ~ 23:00&공휴일&10:00 ~ 23:00",070-8873-0419,www.instagram.com/completecoffee_seoul,#카페 #제로페이,"메뉴 이름: 아메리카노 가격: 3,500&메뉴 이름: 카페라떼 가격: 4,000&메뉴 이름: 얼그레이 가격: 4,500&메뉴 이름: 허니로얄 밀크티 가격: 5,000&메뉴 이름: 자몽티 가격: 5,000&메뉴 이름: 딸기바나나 생과일쥬스 가격: 5,500&메뉴 이름: 자몽에이드 가격: 5,500&메뉴 이름: 진정한 밀크쉐이크 가격: 5,500&메뉴 이름: 악마의 브라우니 with 아이스크림 가격: 4,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF3ACF951137D4784B1931F5D605B9B28,127.0568026,37.5983032
19,동대문구,27542920,이문동커피집 플랫피플,4.9,53건,서울 동대문구 이문로25길 39 1층,동대문구 이문1동,"영업시간&월~금 11:00 ~ 19:00&토,일 12:00 ~ 18:00&휴무일&공휴일",,www.instagram.com/flat_people,#커피전문점 #핸드드립전문점,"메뉴 이름: 아메리카노 가격: 3,000&메뉴 이름: 라떼 가격: 3,500&메뉴 이름: 아이스 그것 가격: 3,500&메뉴 이름: 바닐라라떼 가격: 4,000&메뉴 이름: 크림모카 가격: 4,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FD0FE10AF0E4B40F8A3EC24002D62B134,127.0573398,37.59546598
20,동대문구,831347994,커피블랑,4.3,8건,서울 동대문구 회기로19길 16,동대문구 회기동,영업시간&매일 11:00 ~ 23:00,010-2717-7316,,#디저트카페 #데이트코스 #디저트카페 #분위기좋은 #제로페이,"메뉴 이름: 아메리카노 가격: 3,000&메뉴 이름: 카페라떼 가격: 3,500&메뉴 이름: 순두초코라떼 가격: 3,800&메뉴 이름: 죠리퐁 크러쉬 가격: 4,500&메뉴 이름: 플레인 스무디 (ICE) 가격: 4,100",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F728A386C558941C99BD3B06EADDEE14F,127.0530458,37.59227256
21,동대문구,1945277759,37.5 답십리점,2.4,8건,서울 동대문구 답십리로 130 102동 1층 8호,동대문구 답십리1동,영업시간&매일 09:30 ~ 21:30,02-2212-3705,www.cafe375.com,#디저트카페 #데이트코스 #분위기좋은 #브런치카페,"메뉴 이름: 아메리카노 가격: 3,700&메뉴 이름: 카페라떼 가격: 4,000&메뉴 이름: 오렌지 에이드 가격: 5,500&메뉴 이름: 자몽 에이드 가격: 5,500&메뉴 이름: 오렌지 생과일 주스 가격: 5,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3EF9735F1F234770BD8729207D3F2431,127.0515818,37.5715033
22,동대문구,1131068123,고소운,4,22건,서울 동대문구 이문동 288-41,동대문구 이문1동,영업시간&매일 11:30 ~ 22:00&매일 라스트오더 ~ 21:15,,,#카페 #감성카페 #데이트코스 #디저트카페 #분위기좋은 #앤틱한 #제로페이,"메뉴 이름: 롱블랙 가격: 4,000&메뉴 이름: 카페라떼 가격: 4,500&메뉴 이름: 시그니처 카라멜라떼 가격: 6,000&메뉴 이름: 시그니처 말차라떼 가격: 6,000&메뉴 이름: 시그니처 초코라떼 가격: 6,000&메뉴 이름: 시그니처 당고라떼 가격: 6,000&메뉴 이름: 얼그레이 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F03322094FE51491E9614AD15CC3FBF42,127.0608687,37.59570992
23,동대문구,347913254,온니당,4.6,13건,서울 동대문구 답십리로63길 125 1층,동대문구 장안2동,"영업시간&수~금 12:00 ~ 19:00&토,일 12:00 ~ 18:00&휴무일&월,화요일",010-4450-9715,pf.kakao.com/_FWMsj,#디저트카페 #제로페이,,//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDF8092135BAD4C95AA55CD155DA5BD6D,127.0692826,37.57819412
24,동대문구,14723310,8번가,3.3,18건,서울 동대문구 경희대로3길 8,동대문구 회기동,영업시간&매일 10:00 ~ 22:00,,,#카페 #갤러리카페 #데이트코스 #로스팅전문 #북카페 #스터디카페 #컬쳐카페 #제로페이,"메뉴 이름: 아메리카노 가격: 4,000&메뉴 이름: 카페 라떼 가격: 4,800&메뉴 이름: 콜드브루 (ICE) 가격: 4,500&메뉴 이름: 자몽 과일 티 (HOT) 가격: 5,000&메뉴 이름: 자몽 에이드(ICE) 가격: 5,500&메뉴 이름: 자몽 과일 에이드 (ICE) 가격: 5,500&메뉴 이름: 8번가 고래 커피 가격: 5,500&메뉴 이름: 8번가 고래 콜드브루 가격: 5,800",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FCB542BFB18EA43A981BA0FC2EDD7977B,127.0520018,37.59283311
25,동대문구,1126853143,일곱평파스타,3.8,12건,서울 동대문구 제기로5길 28 1층,동대문구 제기동,영업시간&월~토 11:00 ~ 21:00&일 11:00 ~ 20:30&월~토 브레이크타임 15:30 ~ 17:00,02-921-9979,www.instagram.com/7pyoung,#카페 #브런치카페 #제로페이,"메뉴 이름: 통마늘오일파스타 가격: 12,300&메뉴 이름: 명란오일파스타 가격: 12,300&메뉴 이름: 바질파스타 가격: 12,300&메뉴 이름: 매콤명란파스타 가격: 12,300&메뉴 이름: 버섯크림파스타 가격: 12,300&메뉴 이름: 아마트리치아나 가격: 12,300&메뉴 이름: 쉬림프날치알파스타 가격: 12,300&메뉴 이름: 바질크림리조또 가격: 12,300",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F8B0B9C748607463D99D0F45B0B77D8D2,127.035089,37.58763562
26,동대문구,1507094194,그대쉴꽃,3.4,5건,"서울 동대문구 회기로19길 6 1,2층",동대문구 회기동,영업시간&매일 12:00 ~ 23:00,02-966-0813,blog.naver.com/hyun5387,#카페 #감성카페 #데이트코스 #수제케이크 #플라워카페 #제로페이,"메뉴 이름: 유기농수제꽃차 가격: 5,900&메뉴 이름: 아메리카노 가격: 3,500&메뉴 이름: 카페라떼 가격: 4,300&메뉴 이름: 국화레몬 에이드 가격: 5,900&메뉴 이름: 장미자몽 에이드 가격: 5,900&메뉴 이름: 허브블랜딩 가격: 4,500",,127.0528645,37.59181669
27,동대문구,27020768,디어테이블,2.6,5건,서울 동대문구 답십리로72길 68,동대문구 장안2동,영업시간&매일 09:00 ~ 23:00,,deartable.modoo.at,#카페 #데이트코스 #분위기좋은 #브런치카페,"메뉴 이름: 아메리카노 가격: 2,500&메뉴 이름: 카페라떼 가격: 3,000&메뉴 이름: 카모마일 티 가격: 3,500&메뉴 이름: 피치 아이스 티 가격: 4,500&메뉴 이름: 자몽 에이드 가격: 5,000",,127.0729726,37.56924704
28,동대문구,1853475772,스타벅스 경희대삼거리점,4.6,8건,서울 동대문구 회기로 141,동대문구 회기동,"영업시간&월~금 08:00 ~ 21:00&토,일 09:00 ~ 21:00",1522-3232,www.starbucks.co.kr,#커피전문점 #카카오페이,"메뉴 이름: 아이스 슈크림 라떼 가격: 6,100&메뉴 이름: 슈크림 라떼 가격: 6,100&메뉴 이름: 아이스 핑크 매그놀리아 레모네이드 가격: 6,100&메뉴 이름: 파인 코코 그린 요거트 블렌디드 가격: 6,500&메뉴 이름: 핑크 매그놀리아 레모네이드 가격: 6,100&메뉴 이름: 오늘의 커피 가격: 4,200&메뉴 이름: 카푸치노 가격: 5,000&메뉴 이름: 카페 라떼 가격: 5,000&메뉴 이름: 카페 모카 가격: 5,500&메뉴 이름: 카페 아메리카노 가격: 4,500&메뉴 이름: 카라멜 마키아또 가격: 5,900&메뉴 이름: 화이트 초콜릿 모카 가격: 5,900&메뉴 이름: 스타벅스 돌체 라떼 가격: 5,900&메뉴 이름: 자바 칩 프라푸치노 가격: 6,300&메뉴 이름: 망고 바나나 블렌디드 가격: 6,300&메뉴 이름: 아이스 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 자몽 허니 블랙 티 가격: 5,700&메뉴 이름: 콜드 브루 가격: 4,900&메뉴 이름: 디카페인 카페 아메리카노 가격: 4,800&메뉴 이름: 디카페인 카페 라떼 가격: 5,300&메뉴 이름: 제주 유기농 말차로 만든 라떼 가격: 6,100&메뉴 이름: 돌체 콜드 브루 가격: 6,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9269CA0C9F394D8F99A55FE978FB0C25,127.0520306,37.59156791
29,동대문구,737325783,너나들이 만화카페,4.7,18건,서울 동대문구 회기로13길 19 지하1층,동대문구 회기동,영업시간&매일 12:00 ~ 24:00&공휴일&12:00 ~ 24:00,0507-1443-0331,www.instagram.com/_neonadeul_,#만화카페 #꿈나무카드가맹점 #선한영향력 #경희대만화카페 #회기동만화카페 #데이트코스 #만화카페 #보드게임카페 #북카페 #제로페이,"메뉴 이름: 6시간 + 카페음료 가격: 12,000&메뉴 이름: 2시간 + 카페음료 가격: 7,000&메뉴 이름: 평일 온종일 + 카페음료 가격: 15,000&메뉴 이름: 2시간 + 허니브레드 + 카페음료 (2인) 가격: 16,000&메뉴 이름: 2시간 + 라면 + 카페음료 가격: 10,000&메뉴 이름: 2시간 + 볶음밥 + 카페음료 가격: 11,000&메뉴 이름: 3시간 + 카페음료 가격: 9,000&메뉴 이름: 나들이 1시간 가격: 3,000",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Fmystore%2F9DF48C81B3A742C29DC07E9A25B1CEA2,127.0508757,37.59230605
30,동대문구,1096938565,멜팅폼,3.8,12건,서울 동대문구 천장산로7길 10-3 지하1층,동대문구 이문1동,영업시간&매일 10:00 ~ 02:00,02-960-2544,www.instagram.com/meltingpom,#테마카페 #공주풍 #노키즈존 #데이트코스 #디저트카페 #보드게임카페 #이색카페 #침대카페 #제로페이,"메뉴 이름: 아메리카노 가격: 4,000&메뉴 이름: 카페라떼 가격: 4,500&메뉴 이름: 딸기라떼 가격: 6,500&메뉴 이름: 플레인 요거트 스무디 가격: 6,000&메뉴 이름: 레몬에이드 가격: 5,500",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1704666939,127.0571281,37.598692
31,동대문구,1076774313,빈칸,3.9,25건,서울 동대문구 망우로21길 52 1층,동대문구 휘경1동,영업시간&매일 09:30 ~ 23:30&매일 라스트오더 ~ 23:00,02-1577-5886,www.instagram.com/beankhan_k,#카페 #로스팅전문,"메뉴 이름: 아메리카노 가격: 4,100&메뉴 이름: 카페라떼 가격: 4,500&메뉴 이름: 밀크티 가격: 5,400&메뉴 이름: 레몬에이드 가격: 5,400&메뉴 이름: 요거트스무디 가격: 5,600",//t1.kakaocdn.net/thumb/T800x0.q80/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FA56E362AF95C4C4C91C6BEE6F09FE858,127.0602793,37.59043511
